V160001_orig,p_trump,p_clinton,V162062x,V161310x,V162174,V161126,V161158x,V161244,V161267,V161342,V162256,V162125x,V161010d
405021,0.013896748,0.986103252,1,1,1,2,3,2,34,1,1,2,34
405022,0.621681622,0.378318378,2,5,1,5,4,2,43,1,2,1,48
405023,0.006344087,0.993655913,1,1,1,2,1,1,55,2,2,4,24
405026,0.493786866,0.506213134,2,1,1,99,2,2,65,2,3,1,29
405027,0.946311733,0.053688267,2,1,2,6,7,1,40,1,2,2,13
405029,0.031156277,0.968843723,-2,1,-6,4,3,1,55,2,-6,-6,24
405031,0.757685562,0.242314438,2,1,1,4,5,1,25,2,2,1,26
405032,0.832008093,0.167991907,2,1,1,5,5,1,62,1,2,1,36
405034,0.236627266,0.763372734,1,6,1,99,2,1,60,2,3,4,48
405035,0.21009371,0.78990629,-2,1,1,5,4,1,53,2,3,3,6
405039,0.097291267,0.902708733,-2,1,-7,5,1,1,67,2,-7,-7,12
405042,0.916820392,0.083179608,2,1,1,4,5,2,49,1,1,1,42
405046,0.014730496,0.985269504,1,2,1,4,1,2,34,2,2,4,17
405049,0.135241788,0.864758212,-2,2,1,5,4,1,42,2,1,6,29
405052,0.037892981,0.962107019,1,2,1,99,1,1,37,2,3,5,37
405053,0.173580976,0.826419024,2,1,1,4,6,1,54,2,3,2,36
405055,0.360568986,0.639431014,1,1,1,3,2,2,29,1,3,4,40
405061,0.953634332,0.046365668,2,6,1,7,5,2,70,1,1,1,48
405062,0.046730215,0.953269785,1,6,1,3,4,1,20,1,1,4,6
405064,0.349308899,0.650691101,-2,1,-6,5,1,1,-9,-9,-6,-6,31
405066,0.749861983,0.250138017,2,1,1,5,7,1,48,2,3,1,6
405070,0.954836746,0.045163254,2,1,1,6,7,1,58,1,3,1,23
405072,0.317159988,0.682840012,3,3,2,5,4,1,61,1,3,2,6
405073,0.979844838,0.020155162,2,1,1,6,7,2,90,1,2,1,54
405079,0.310682943,0.689317057,2,1,1,4,4,2,88,1,1,4,12
405080,0.071295709,0.928704291,1,1,1,2,3,2,32,1,1,2,40
405082,0.850575305,0.149424695,2,1,2,6,6,1,28,1,3,1,39
405084,0.866279928,0.133720072,2,-2,1,6,6,1,-9,1,2,1,42
405086,0.039138864,0.960861136,-2,4,-6,2,3,2,62,1,-6,-6,6
405087,0.013340851,0.986659149,1,1,1,2,1,1,78,2,2,1,25
405088,0.155970212,0.844029788,1,1,1,3,2,2,63,2,1,4,42
405089,0.313578652,0.686421348,1,1,1,3,1,2,54,2,2,1,21
405090,0.1119921,0.8880079,-2,3,-6,2,1,1,58,2,-6,-6,47
405093,0.17269794,0.82730206,1,1,1,4,2,1,81,1,2,2,53
405095,0.951410787,0.048589213,2,1,2,7,7,1,59,1,2,1,12
405097,0.447405708,0.552594292,-2,1,2,4,5,2,42,2,4,4,33
405100,0.913693205,0.086306795,-2,1,1,6,7,1,60,2,2,1,6
405104,0.028077023,0.971922977,-2,2,1,4,1,1,41,2,2,1,17
405106,0.896328632,0.103671368,2,5,1,6,7,2,34,1,2,1,8
405109,0.050173111,0.949826889,1,2,1,4,1,1,55,2,2,2,28
405116,0.954299816,0.045700184,2,1,1,7,7,1,72,2,3,1,45
405119,0.085481994,0.914518006,1,1,1,4,3,1,58,1,2,2,12
405128,0.029425229,0.970574771,1,3,1,3,1,1,54,2,1,1,6
405131,0.127565588,0.872434412,-2,3,2,99,2,2,37,2,3,3,53
405135,0.413378074,0.586621926,-2,1,2,-9,5,2,33,2,4,6,53
405136,0.827310948,0.172689052,1,1,1,5,4,1,63,1,1,1,26
405138,0.92312001,0.07687999,2,1,1,6,7,1,64,2,2,1,6
405139,0.016613289,0.983386711,1,1,1,2,1,2,56,2,1,6,27
405142,0.986977837,0.013022163,2,1,1,7,7,1,51,1,1,1,13
405144,0.686613123,0.313386877,-2,1,-6,5,6,2,34,1,-6,-6,16
405145,0.102963624,0.897036376,1,3,2,4,4,1,68,1,2,4,8
405146,0.061946059,0.938053941,1,1,1,4,2,1,63,2,2,4,34
405147,0.029617468,0.970382532,3,1,1,2,3,2,32,1,1,2,20
405148,0.03356513,0.96643487,-2,1,-6,1,1,1,39,2,-6,-6,6
405152,0.927337905,0.072662095,2,1,1,4,5,1,56,1,2,1,45
405157,0.146452093,0.853547907,1,6,1,5,1,1,53,2,1,1,37
405158,0.077962562,0.922037438,1,2,2,4,1,1,63,-9,1,1,9
405159,0.748984934,0.251015066,-2,1,-6,6,6,1,55,2,-6,-6,26
405163,0.651856637,0.348143363,-2,1,2,99,4,2,23,1,3,2,55
405164,0.820007368,0.179992632,-2,1,1,6,6,1,55,1,1,1,24
405168,0.647431666,0.352568334,1,1,2,5,6,2,66,1,3,4,22
405172,0.09874647,0.90125353,2,1,1,99,1,2,68,2,2,1,46
405174,0.018469953,0.981530047,1,1,1,3,1,2,68,2,1,4,12
405177,0.678591332,0.321408668,-2,1,1,5,6,1,88,1,2,1,34
405179,0.969120879,0.030879121,-2,5,-7,7,7,1,76,1,-7,-7,12
405181,0.844142435,0.155857565,2,1,2,6,6,1,44,2,4,1,21
405183,0.891671812,0.108328188,5,1,1,6,5,1,31,2,3,1,49
405184,0.085485713,0.914514287,1,1,1,3,3,2,39,1,3,1,6
405185,0.009564037,0.990435963,1,1,1,2,3,2,47,2,2,4,27
405187,0.175028151,0.824971849,1,1,2,99,1,2,67,2,4,1,36
405188,0.209748863,0.790251137,-2,5,-6,6,2,2,66,2,-6,-6,12
405189,0.63529372,0.36470628,-2,1,1,4,5,1,53,2,3,2,48
405190,0.126396132,0.873603868,-2,1,1,99,3,2,19,2,1,1,51
405192,0.485265802,0.514734198,-2,1,1,99,4,2,67,2,4,2,49
405197,0.132613638,0.867386362,-2,1,-6,4,4,2,51,2,-6,-6,34
405199,0.305065902,0.694934098,1,5,1,4,1,1,46,1,3,1,40
405200,0.967174819,0.032825181,2,1,1,99,7,1,57,2,2,1,13
405204,0.184237816,0.815762184,1,1,1,4,4,1,28,2,2,2,32
405206,0.163028196,0.836971804,1,1,1,3,1,1,61,2,3,1,4
405207,0.346213832,0.653786168,-2,1,-6,3,2,1,56,2,-6,-6,55
405208,0.972798292,0.027201708,2,1,2,99,7,1,37,1,3,1,54
405209,0.306846913,0.693153087,3,1,2,5,5,2,48,2,2,3,6
405210,0.006812837,0.993187163,1,6,1,2,3,1,55,2,1,1,41
405213,0.817276939,0.182723061,2,1,1,6,5,1,-9,2,2,2,13
405215,0.882983473,0.117016527,-2,1,2,99,4,2,41,1,4,1,47
405216,0.274434761,0.725565239,2,1,1,5,6,1,32,1,2,4,36
405219,0.354096726,0.645903274,-2,4,2,4,1,1,60,1,-9,1,46
405223,0.183176031,0.816823969,-2,1,-6,3,4,2,54,2,-6,-6,9
405225,0.934832082,0.065167918,2,1,1,5,7,1,61,2,3,1,49
405227,0.043200377,0.956799623,-2,2,1,99,1,1,31,2,3,1,12
405231,0.021114452,0.978885548,1,1,1,2,1,1,28,1,2,2,41
405242,0.02455303,0.97544697,1,1,1,2,1,1,64,2,2,4,42
405243,0.344652684,0.655347316,-2,1,1,99,4,2,86,1,2,2,12
405245,0.016061096,0.983938904,1,3,1,3,1,2,53,1,2,4,6
405248,0.050474252,0.949525748,-2,2,-6,99,1,1,53,1,-6,-6,5
405250,0.9560156,0.0439844,2,1,1,6,7,1,35,2,1,1,17
405254,0.055518194,0.944481806,1,2,1,99,1,1,31,2,1,1,1
405256,0.165778263,0.834221737,1,1,2,3,2,2,35,2,3,4,42
405259,0.977025684,0.022974316,2,1,1,6,7,1,28,1,3,1,39
405260,0.122510841,0.877489159,-2,1,1,2,3,1,42,2,3,2,31
405271,0.17060885,0.82939115,1,2,1,99,1,1,39,1,3,1,1
405277,0.638008935,0.361991065,-2,6,-6,99,2,1,52,1,-6,-6,13
405278,0.023694829,0.976305171,1,2,1,99,1,1,63,2,1,1,12
405281,0.982707953,0.017292047,2,1,1,6,7,1,56,1,1,1,29
405284,0.670652005,0.329347995,-2,1,-6,6,6,1,58,2,-6,-6,16
405286,0.01915002,0.98084998,1,1,1,2,1,1,58,1,2,4,17
405287,0.175458868,0.824541132,1,1,1,5,6,1,22,2,3,2,24
405289,0.055471047,0.944528953,-2,2,1,99,3,1,42,2,2,3,13
405290,0.543590272,0.456409728,2,1,1,2,7,2,62,2,1,1,12
405292,0.064588737,0.935411263,3,3,1,3,3,1,23,1,3,3,25
405293,0.008924346,0.991075654,1,1,1,1,1,2,45,2,1,4,36
405294,0.923598158,0.076401842,2,1,1,99,5,1,49,2,2,1,18
405295,0.386389626,0.613610374,2,5,1,5,4,2,44,1,1,2,48
405298,0.453015553,0.546984447,-2,5,-6,99,4,1,20,1,-6,-6,4
405299,0.034827883,0.965172117,-2,5,-6,2,1,1,59,1,-6,-6,48
405301,0.04809462,0.95190538,1,1,1,2,1,1,54,1,2,1,27
405305,0.316352614,0.683647386,1,1,1,4,3,1,76,1,2,3,16
405312,0.976444487,0.023555513,2,1,1,6,7,1,42,2,2,1,42
405313,0.032245596,0.967754404,1,2,1,4,1,1,55,2,1,2,39
405314,0.394692566,0.605307434,2,1,1,99,3,1,55,2,2,1,31
405316,0.903328509,0.096671491,-2,1,-7,6,5,2,47,1,-7,-7,53
405318,0.447884523,0.552115477,-2,3,-6,4,4,2,65,1,-6,-6,36
405319,0.02624585,0.97375415,-2,6,1,3,3,2,71,2,2,1,36
405320,0.318561235,0.681438765,-2,1,1,2,4,1,26,1,3,4,45
405323,0.985781576,0.014218424,2,1,1,7,7,1,71,2,1,1,42
405328,0.759776027,0.240223973,3,1,1,5,6,1,31,1,2,1,51
405330,0.762750541,0.237249459,2,1,2,6,7,1,55,2,2,4,6
405332,0.825903091,0.174096909,2,1,1,6,7,1,40,2,3,2,5
405339,0.886136759,0.113863241,5,1,1,6,5,2,60,1,1,1,6
405340,0.401179347,0.598820653,-2,1,1,4,6,1,45,2,3,2,16
405341,0.072926139,0.927073861,1,3,1,3,2,1,62,2,2,4,55
405342,0.159755652,0.840244348,3,1,1,4,5,2,34,2,1,2,6
405349,0.56416828,0.43583172,1,1,1,4,4,1,45,1,1,1,34
405350,0.008426362,0.991573638,1,2,1,99,1,1,28,2,3,4,25
405352,0.981967186,0.018032814,2,1,1,6,7,1,55,2,2,1,18
405355,0.025297897,0.974702103,-2,1,-6,2,1,2,38,2,-6,-6,27
405356,0.063123155,0.936876845,1,1,1,3,2,1,48,2,2,2,53
405360,0.014251455,0.985748545,1,1,1,1,1,2,59,2,1,6,36
405361,0.21182971,0.78817029,1,1,1,4,1,2,30,1,3,2,29
405363,0.59840042,0.40159958,-2,5,1,99,4,2,61,1,2,1,48
405367,0.904628408,0.095371592,2,1,1,7,6,2,51,1,1,2,21
405370,0.037277197,0.962722803,1,2,1,2,2,2,25,2,3,4,37
405375,0.39136782,0.60863218,-2,1,1,99,4,1,47,2,2,1,9
405381,0.940514594,0.059485406,-2,1,1,6,7,1,-9,1,2,2,22
405383,0.079441458,0.920558542,1,5,1,99,1,1,66,2,2,1,48
405385,0.160079468,0.839920532,-2,6,2,2,1,1,26,2,4,4,48
405388,0.939977671,0.060022329,-2,1,-7,7,6,2,65,1,-7,-7,21
405390,0.096374034,0.903625966,-2,2,1,4,3,1,30,2,3,1,39
405392,0.54214658,0.45785342,1,1,2,4,3,1,66,1,3,1,40
405394,0.786446823,0.213553177,2,1,1,6,4,1,74,2,1,1,24
405395,0.074333979,0.925666021,2,1,1,99,1,1,69,2,2,1,39
405399,0.951562922,0.048437078,-2,1,-6,6,7,1,68,2,-6,-6,29
405400,0.04010207,0.95989793,1,1,1,4,3,2,71,2,1,1,41
405404,0.774411285,0.225588715,-2,1,2,99,2,2,43,2,4,1,54
405413,0.030129165,0.969870835,-2,6,1,99,3,2,20,2,2,4,27
405414,0.093602659,0.906397341,-2,1,-7,2,1,1,51,2,-7,-7,18
405415,0.13767019,0.86232981,-2,1,-6,4,3,2,68,1,-6,-6,48
405416,0.978781124,0.021218876,2,1,1,6,7,1,26,2,2,1,18
405419,0.491968944,0.508031056,2,1,1,4,5,1,64,2,2,1,9
405420,0.00796659,0.99203341,-2,1,1,2,1,1,27,2,2,2,6
405422,0.087595126,0.912404874,-2,1,2,99,2,1,54,2,3,2,8
405423,0.977378252,0.022621748,-2,1,-6,6,7,1,49,1,-6,-6,39
405427,0.016446521,0.983553479,-2,1,-6,1,3,2,73,2,-6,-6,36
405428,0.034591876,0.965408124,4,1,1,1,4,1,-9,2,1,6,6
405429,0.401627113,0.598372887,2,1,1,99,6,2,41,2,3,1,6
405432,0.912794786,0.087205214,2,1,1,4,5,1,27,1,1,1,37
405434,0.810607414,0.189392586,2,1,1,6,6,1,58,2,1,1,26
405435,0.015962425,0.984037575,1,6,1,1,1,1,32,1,1,1,17
405439,0.011535371,0.988464629,1,2,1,2,1,1,-9,2,2,4,51
405440,0.429383216,0.570616784,1,5,1,7,3,1,41,1,3,2,48
405450,0.431366041,0.568633959,1,1,1,4,2,1,28,2,4,1,37
405451,0.790193051,0.209806949,1,1,1,4,5,2,59,2,2,1,48
405457,0.037490606,0.962509394,-2,5,1,99,1,1,21,1,2,2,32
405459,0.948630847,0.051369153,2,1,1,6,7,1,36,2,2,2,39
405460,0.466303561,0.533696439,1,1,2,5,6,1,45,2,3,2,19
405461,0.262530513,0.737469487,2,3,2,4,6,1,21,1,3,4,27
405462,0.022263995,0.977736005,1,5,1,1,1,2,64,1,1,1,25
405464,0.209331894,0.790668106,1,1,1,4,3,2,-9,2,2,1,26
405465,0.935223391,0.064776609,2,1,1,6,7,2,61,1,1,2,4
405466,0.718668252,0.281331748,-2,2,-7,4,5,1,74,2,-7,-7,22
405467,0.134259518,0.865740482,-2,1,1,5,1,2,36,2,2,1,39
405468,0.032059768,0.967940232,1,5,1,2,3,2,46,1,1,4,39
405471,0.860988674,0.139011326,2,1,1,4,7,2,29,2,3,1,1
405472,0.070453717,0.929546283,1,1,1,3,1,1,61,2,2,1,17
405474,0.24682055,0.75317945,1,1,1,5,6,2,49,2,2,2,17
405475,0.388403081,0.611596919,-2,1,-6,99,4,1,58,2,-6,-6,12
405478,0.10342811,0.89657189,1,5,2,2,1,1,65,1,3,3,42
405483,0.279857393,0.720142607,5,1,1,5,6,2,41,1,-9,2,25
405484,0.950490852,0.049509148,2,1,1,6,5,1,72,1,1,1,36
405485,0.07875816,0.92124184,-2,1,-6,3,2,1,68,2,-6,-6,8
405495,0.053937005,0.946062995,1,1,1,2,3,1,71,2,2,4,45
405497,0.859681,0.140319,2,1,1,99,5,1,51,1,1,1,44
405500,0.565476403,0.434523597,2,1,1,6,2,1,58,1,1,1,17
405501,0.005986063,0.994013937,-2,6,1,2,3,2,33,1,2,4,53
405508,0.979678971,0.020321029,2,1,1,6,7,1,66,2,2,1,42
405510,0.320168133,0.679831867,1,1,1,4,3,1,62,1,2,1,39
405513,0.061881788,0.938118212,4,2,2,4,2,1,33,1,3,4,6
405523,0.357032938,0.642967062,2,1,2,4,4,2,39,2,4,1,34
405525,0.775480815,0.224519185,1,1,1,4,5,2,20,2,3,1,1
405527,0.150328873,0.849671127,-2,2,-6,5,4,1,23,2,-6,-6,34
405530,0.555525827,0.444474173,-2,-2,1,6,6,2,-9,-9,1,3,37
405531,0.906003756,0.093996244,2,1,1,4,5,2,60,1,2,1,18
405533,0.678444451,0.321555549,-2,1,-6,3,2,2,30,1,-6,-6,21
405534,0.077915921,0.922084079,1,1,1,3,3,1,77,2,2,2,51
405535,0.962222459,0.037777541,2,1,1,6,7,2,48,1,2,1,17
405536,0.009510862,0.990489138,1,6,1,2,2,2,30,2,1,2,36
405538,0.004002062,0.995997938,1,6,1,2,1,1,35,2,2,4,12
405541,0.977003422,0.022996578,-2,1,-6,7,7,2,62,1,-6,-6,27
405542,0.034415431,0.965584569,1,1,1,2,2,2,49,1,2,4,17
405544,0.654465296,0.345534704,-2,1,-6,5,6,2,57,1,-6,-6,53
405554,0.100058307,0.899941693,1,1,1,99,1,2,21,1,3,4,42
405556,0.42143475,0.57856525,-2,-2,-6,4,6,1,-9,1,-6,-6,6
405557,0.802473208,0.197526792,-2,1,2,99,6,2,23,1,2,1,22
405558,0.590431476,0.409568524,-2,1,-6,4,4,1,42,2,-6,-6,18
405562,0.075200968,0.924799032,-2,1,2,99,1,2,35,2,3,2,51
405565,0.129717649,0.870282351,-2,5,1,4,2,2,40,2,2,1,37
405569,0.741615366,0.258384634,3,1,1,5,5,1,50,1,2,2,29
405570,0.97858875,0.02141125,2,1,1,6,7,1,59,2,2,1,1
405576,0.034432852,0.965567148,1,5,1,3,2,1,26,2,2,2,36
405578,0.791791497,0.208208503,2,1,2,99,4,1,29,2,4,1,48
405579,0.561258032,0.438741968,2,1,1,5,5,1,-9,1,2,4,12
405581,0.060015494,0.939984506,-2,1,2,2,4,2,19,2,3,4,36
405583,0.149638851,0.850361149,1,1,1,99,3,1,38,2,2,1,26
405585,0.636339485,0.363660515,-2,1,-6,6,6,1,26,2,-6,-6,39
405588,0.671845522,0.328154478,-2,6,1,6,5,2,56,1,1,4,17
405589,0.419283349,0.580716651,-2,2,1,99,4,1,32,1,2,1,1
405593,0.088695369,0.911304631,1,1,1,99,2,1,30,2,2,1,6
405596,0.210485116,0.789514884,-2,1,2,4,4,1,39,2,2,1,6
405598,0.554497281,0.445502719,-2,1,-7,5,4,1,70,2,-7,-7,37
405599,0.042578018,0.957421982,1,1,1,2,1,2,47,2,1,4,49
405602,0.23970662,0.76029338,-2,2,2,1,5,1,18,2,4,4,48
405603,0.030303965,0.969696035,-2,1,1,99,3,2,61,2,2,2,25
405606,0.759247921,0.240752079,2,2,1,4,7,2,55,2,2,1,39
405607,0.58930742,0.41069258,2,1,1,5,6,1,37,1,2,1,27
405610,0.968727571,0.031272429,-2,1,1,6,7,2,76,1,2,1,24
405611,0.529934229,0.470065771,5,1,1,4,6,1,62,2,2,1,55
405612,0.075263123,0.924736877,1,6,1,3,4,1,55,1,1,4,34
405614,0.880969014,0.119030986,2,1,-7,4,7,1,59,1,-7,-7,4
405619,0.321718521,0.678281479,1,1,1,99,2,2,28,1,3,1,34
405631,0.872019263,0.127980737,2,1,1,6,7,1,70,2,3,1,12
405633,0.308537913,0.691462087,1,1,1,4,2,1,43,2,2,1,55
405634,0.021739377,0.978260623,1,1,1,1,1,2,52,2,1,1,34
405635,0.135554754,0.864445246,-2,5,2,99,4,1,18,2,2,4,12
405637,0.048379791,0.951620209,1,1,1,3,2,2,41,2,3,2,41
405638,0.011668866,0.988331134,1,1,1,2,1,2,66,1,1,4,6
405639,0.150700024,0.849299976,-2,1,-6,2,4,2,56,1,-6,-6,36
405645,0.832540651,0.167459349,-2,3,-6,6,7,1,33,2,-6,-6,16
405646,0.940783258,0.059216742,2,6,1,7,7,1,33,2,2,1,51
405648,0.121667908,0.878332092,1,1,1,3,2,2,51,1,3,2,17
405649,0.06093431,0.93906569,-2,1,-7,2,1,2,31,1,-7,-7,53
405651,0.977772139,0.022227861,2,1,1,6,7,1,77,2,2,1,42
405654,0.587883393,0.412116607,2,1,1,5,6,1,46,2,3,1,55
405655,0.97633733,0.02366267,2,1,1,6,7,1,61,1,1,1,32
405656,0.955243981,0.044756019,-2,1,-6,99,7,2,66,2,-6,-6,53
405660,0.069494682,0.930505318,-2,2,-6,4,1,1,66,1,-6,-6,36
405661,0.967644422,0.032355578,2,1,1,99,7,1,33,2,2,1,40
405662,0.049319448,0.950680552,1,1,1,3,1,1,64,2,3,4,53
405664,0.117450961,0.882549039,1,3,2,2,1,1,63,1,4,1,34
405665,0.40835157,0.59164843,2,1,2,4,2,2,55,1,2,1,26
405672,0.037360995,0.962639005,1,1,1,5,2,2,45,2,2,4,41
405673,0.020160123,0.979839877,1,1,1,2,1,2,59,1,1,4,17
405674,0.217259152,0.782740848,4,2,1,99,4,2,56,2,3,2,48
405676,0.98984954,0.01015046,2,1,1,6,7,1,63,1,1,1,26
405677,0.056363847,0.943636153,1,2,1,99,3,2,42,1,2,4,45
405678,0.474642339,0.525357661,1,-2,-6,4,4,2,-9,-9,-6,-6,48
405679,0.412340208,0.587659792,2,1,1,6,4,2,47,1,3,3,25
405681,0.926793314,0.073206686,-2,-2,-6,6,7,-9,-9,-9,-6,-6,20
405684,0.019689931,0.980310069,1,3,1,2,1,2,63,1,2,1,15
405685,0.036180585,0.963819415,1,1,1,3,1,2,57,1,1,4,12
405688,0.660969241,0.339030759,2,1,1,5,6,1,-9,2,3,1,42
405689,0.015563841,0.984436159,1,5,1,3,1,1,76,2,2,2,6
405691,0.980312136,0.019687864,2,1,1,6,7,1,63,2,2,1,39
405692,0.389571412,0.610428588,-2,1,1,5,6,2,29,2,2,2,19
405699,0.037245354,0.962754646,-2,1,1,2,4,2,49,1,3,4,8
405701,0.924368093,0.075631907,-2,1,-6,6,7,1,75,2,-6,-6,19
405703,0.100788087,0.899211913,-2,3,1,99,4,2,23,2,2,4,36
405706,0.305582775,0.694417225,-2,6,-6,99,6,1,51,2,-6,-6,37
405707,0.042710256,0.957289744,1,1,1,2,2,2,29,2,2,4,48
405708,0.976695995,0.023304005,2,1,2,6,7,1,35,1,2,1,18
405711,0.443933171,0.556066829,1,1,2,99,2,2,62,2,3,1,5
405712,0.032410146,0.967589854,1,1,1,1,1,2,43,1,1,1,24
405725,0.855243591,0.144756409,2,1,1,6,6,1,35,1,2,1,22
405728,0.933067186,0.066932814,2,1,2,5,7,1,72,1,2,1,36
405730,0.156975209,0.843024791,1,2,1,99,2,1,66,1,2,4,1
405732,0.800954947,0.199045053,-2,1,-6,7,6,1,36,1,-6,-6,48
405735,0.097082311,0.902917689,1,1,1,3,3,2,89,1,2,1,12
405746,0.131418673,0.868581327,1,5,1,5,5,1,24,2,3,4,6
405748,0.548023151,0.451976849,1,1,1,4,5,2,48,2,3,2,39
405751,0.015259919,0.984740081,1,2,1,99,2,1,44,2,2,4,24
405752,0.255781301,0.744218699,5,1,1,4,4,1,-9,2,2,2,27
405757,0.011885427,0.988114573,1,6,1,2,3,2,23,2,1,6,13
405759,0.2098088,0.7901912,-9,2,1,99,2,1,59,1,2,1,13
405760,0.625914774,0.374085226,2,1,2,5,6,1,48,2,4,1,19
405763,0.011805654,0.988194346,1,1,1,2,3,1,58,2,2,2,41
405766,0.954033902,0.045966098,-2,1,-6,6,7,2,62,1,-6,-6,56
405769,0.977405993,0.022594007,2,1,1,4,7,2,76,1,1,1,21
405778,0.988742789,0.011257211,-2,1,1,7,7,1,67,2,1,1,18
405780,0.86527633,0.13472367,-2,1,2,99,4,1,24,1,3,1,37
405781,0.772152868,0.227847132,2,1,1,5,5,2,70,1,3,2,18
405782,0.041075653,0.958924347,1,1,1,3,3,2,33,2,1,1,36
405785,0.805073543,0.194926457,2,1,1,5,6,2,27,1,2,1,45
405786,0.084487715,0.915512285,1,1,2,5,1,2,67,1,4,4,6
405788,0.878686816,0.121313184,2,1,-6,5,5,2,69,1,-6,-6,48
405789,0.011739452,0.988260548,1,1,1,2,1,2,65,2,2,2,6
405790,0.06704865,0.93295135,1,1,1,4,3,2,68,2,4,1,6
405791,0.89379033,0.10620967,-2,6,-6,6,7,1,39,2,-6,-6,40
405792,0.503295025,0.496704975,2,1,1,99,4,2,57,2,3,1,17
405793,0.109232254,0.890767746,2,3,2,4,4,1,46,1,2,4,15
405794,0.231797489,0.768202511,-2,3,1,4,4,2,58,1,4,4,17
405795,0.061195576,0.938804424,1,1,1,3,3,1,63,1,1,2,12
405801,0.956000577,0.043999423,2,1,1,6,7,2,77,1,2,1,4
405805,0.031965037,0.968034963,-2,2,1,3,2,1,19,1,2,4,12
405811,0.541515229,0.458484771,2,1,-7,99,4,1,32,2,-7,-7,26
405813,0.91026155,0.08973845,4,2,1,5,7,1,36,1,2,1,13
405816,0.212060375,0.787939625,1,3,2,3,1,2,56,1,2,1,48
405823,0.406484959,0.593515041,1,1,1,3,2,1,43,1,1,1,26
405824,0.27695373,0.72304627,-2,1,-6,4,4,2,26,2,-6,-6,20
405826,0.025531496,0.974468504,1,2,1,99,2,1,58,2,2,2,34
405827,0.228801323,0.771198677,1,1,2,5,2,1,67,2,4,1,25
405829,0.98114435,0.01885565,2,1,1,6,7,2,57,1,2,1,26
405832,0.927836614,0.072163386,2,6,1,6,7,1,53,1,2,1,6
405833,0.234665944,0.765334056,-2,6,2,99,3,1,33,2,4,4,42
405840,0.468371102,0.531628898,1,5,1,5,6,1,75,1,3,1,12
405843,0.036624486,0.963375514,1,1,1,2,1,1,79,1,1,4,11
405847,0.100948755,0.899051245,-2,3,2,3,2,1,59,1,3,2,36
405849,0.050842843,0.949157157,-2,6,-6,99,1,1,32,2,-6,-6,28
405850,0.023633199,0.976366801,-2,5,-6,99,1,1,42,2,-6,-6,53
405852,0.971977161,0.028022839,2,1,1,7,7,1,58,2,1,1,9
405863,0.601419381,0.398580619,1,1,1,4,4,2,34,1,1,2,1
405864,0.757169476,0.242830524,3,1,2,4,5,1,53,1,4,2,30
405865,0.036178569,0.963821431,1,2,1,4,1,1,31,2,3,4,45
405872,0.697211609,0.302788391,2,5,1,99,6,1,41,1,1,1,12
405875,0.260732324,0.739267676,1,6,2,2,5,1,54,2,2,7,13
405877,0.011616986,0.988383014,1,1,1,2,1,2,64,2,2,2,34
405881,0.565727286,0.434272714,-2,1,1,99,4,1,-9,2,-9,4,13
405882,0.044465417,0.955534583,1,1,1,2,1,2,52,2,2,1,37
405885,0.071483071,0.928516929,1,1,1,2,3,1,32,1,4,6,33
405886,0.370845518,0.629154482,2,1,1,3,5,2,66,1,2,2,9
405887,0.98487919,0.01512081,2,1,1,6,7,1,68,1,2,1,20
405888,0.034441906,0.965558094,-2,1,1,2,1,2,46,1,3,2,27
405891,0.30907533,0.69092467,2,5,1,5,6,1,23,1,2,2,12
405895,0.972999378,0.027000622,2,1,2,6,7,2,58,1,2,1,38
405897,0.063003959,0.936996041,1,5,2,3,2,2,40,2,2,1,36
405902,0.813809052,0.186190948,2,1,2,4,4,1,81,2,3,1,21
405904,0.04795126,0.95204874,-2,6,-6,99,1,1,34,1,-6,-6,36
405905,0.956138013,0.043861987,2,1,1,7,7,1,37,2,2,1,17
405909,0.223404177,0.776595823,1,1,2,99,1,2,51,2,3,1,39
405911,0.015228334,0.984771666,1,1,1,2,2,2,50,1,2,4,6
405917,0.192730281,0.807269719,3,1,1,3,3,2,25,2,3,1,13
405918,0.366545248,0.633454752,-2,1,-6,4,4,2,37,1,-6,-6,53
405922,0.827863952,0.172136048,-2,1,1,5,5,2,41,1,2,4,54
405923,0.908404549,0.091595451,2,1,1,5,7,1,55,2,2,1,36
405925,0.003245912,0.996754088,-2,6,1,1,3,2,70,1,2,4,12
405931,0.234025959,0.765974041,2,6,1,4,1,1,55,2,2,1,54
405933,0.306589308,0.693410692,2,1,1,4,5,2,20,2,4,2,4
405935,0.901571364,0.098428636,2,1,1,5,5,2,62,1,1,4,21
405937,0.649455216,0.350544784,2,1,1,5,6,2,72,1,2,1,4
405939,0.045434393,0.954565607,1,1,2,4,2,2,53,2,2,4,12
405941,0.956912654,0.043087346,2,1,1,6,7,2,53,1,2,1,4
405952,0.931144862,0.068855138,2,1,1,6,6,1,79,1,3,1,21
405955,0.099621703,0.900378297,-2,2,-6,5,1,1,51,1,-6,-6,12
405958,0.082289331,0.917710669,-2,1,1,3,3,1,40,1,2,2,12
405959,0.036762969,0.963237031,-2,5,-6,4,1,2,60,2,-6,-6,17
405960,0.666717711,0.333282289,1,1,1,99,4,1,68,2,1,1,37
405961,0.212331754,0.787668246,1,2,2,99,4,2,41,2,4,2,36
405965,0.024620079,0.975379921,1,1,1,3,3,2,31,1,1,4,6
405967,0.350853235,0.649146765,-2,2,-6,99,4,1,31,2,-6,-6,28
