V200001,p_trump,p_biden,V202110x,V201549x,V202022,V201200,V201231x,V201452,V201507x,V201600,V202406,V201007d
446811,0.229401509,0.770598491,1,1,1,1,1,1,65,2,2,-2
446866,0.525572387,0.474427613,-1,1,-6,99,7,1,76,2,-6,-2
446873,0.734291213,0.265708787,2,1,1,7,5,1,32,2,3,-2
446927,0.803891657,0.196108343,2,1,1,6,7,1,45,2,2,-2
446941,0.559813109,0.440186891,2,1,1,4,4,1,52,2,2,-2
446958,0.543681129,0.456318871,-1,5,2,4,6,1,34,2,4,-2
446996,0.442474239,0.557525761,-1,1,-6,99,2,2,21,1,-6,-2
447005,0.690758767,0.309241233,2,1,1,6,6,1,59,1,2,-2
447012,0.662996217,0.337003783,2,1,1,2,7,1,57,2,2,-2
447043,0.217020083,0.782979917,2,1,1,2,1,2,80,2,2,-2
447074,0.461488338,0.538511662,1,2,1,5,4,1,68,2,2,-2
447081,0.833170588,0.166829412,2,1,1,7,7,1,76,1,2,-2
447098,0.772499775,0.227500225,2,1,-6,6,7,1,80,1,-6,-2
447104,0.355865916,0.644134084,1,1,1,3,3,2,62,1,2,-2
447173,0.246492229,0.753507771,1,1,1,4,3,2,75,2,1,-2
447180,0.507765864,0.492234136,2,1,1,4,6,1,26,2,3,-2
447265,0.915430509,0.084569491,2,1,1,6,7,1,62,1,1,-2
447289,0.333803445,0.666196555,1,1,1,3,3,2,36,1,1,-2
447296,0.73504738,0.26495262,2,1,1,6,7,2,40,2,2,-2
447319,0.369474727,0.630525273,1,1,1,2,4,2,42,2,2,-2
447333,0.926706083,0.073293917,2,1,1,6,7,1,52,1,1,-2
447388,0.229034437,0.770965563,1,1,1,4,1,2,63,2,3,-2
447395,0.693553414,0.306446586,2,1,1,6,6,1,40,1,2,-2
447418,0.639895066,0.360104934,2,1,1,99,5,2,69,1,2,-2
447449,0.555986799,0.444013201,-1,2,-6,4,5,1,29,1,-6,-2
447517,0.515600394,0.484399606,2,1,1,4,5,2,68,2,3,-2
447531,0.552621732,0.447378268,-1,1,-6,4,4,2,-9,1,-6,-2
447555,0.923335199,0.076664801,2,1,1,6,7,1,72,1,1,-2
447609,0.663859354,0.336140646,-1,1,-6,6,7,1,40,2,-6,-2
447647,0.518500616,0.481499384,1,1,1,4,6,1,69,2,2,-2
447685,0.250081486,0.749918514,1,1,1,4,1,2,62,2,2,-2
447715,0.372572669,0.627427331,1,1,1,4,3,2,56,1,2,-2
447722,0.47120513,0.52879487,2,5,1,4,5,1,70,2,2,-2
447753,0.286827986,0.713172014,1,4,2,4,2,2,46,2,2,-2
447760,0.249181418,0.750818582,1,1,1,2,1,2,63,1,1,-2
447777,0.788370158,0.211629842,2,1,1,6,7,1,33,2,2,-2
447791,0.537918223,0.462081777,1,2,1,4,4,1,30,1,1,-2
447838,0.190405234,0.809594766,1,1,1,2,1,2,36,2,1,-2
447845,0.390642702,0.609357298,1,1,1,4,3,1,48,1,1,-2
447876,0.838335164,0.161664836,2,3,1,7,7,1,31,1,3,-2
447883,0.828583829,0.171416171,2,1,1,6,7,1,65,1,3,-2
447890,0.780385464,0.219614536,-1,3,-6,6,7,1,57,2,-6,-2
447913,0.703337327,0.296662673,2,1,1,7,7,2,58,2,3,-2
447920,0.676193483,0.323806517,2,1,1,5,5,2,31,1,1,-2
447944,0.389709291,0.610290709,-1,1,-6,2,2,2,46,1,-6,-2
447951,0.223527301,0.776472699,1,1,1,2,1,2,77,1,2,-2
448046,0.751834982,0.248165018,2,3,1,6,7,2,73,2,2,-2
448084,0.382873896,0.617126104,1,6,1,2,2,1,27,2,4,-2
448114,0.354660294,0.645339706,-1,1,1,1,4,2,30,1,1,-2
448367,0.313975349,0.686024651,-1,1,-6,99,1,1,80,1,-6,-2
448381,0.633359424,0.366640576,1,1,1,5,4,1,63,1,2,-2
448480,0.576851635,0.423148365,1,1,1,4,5,1,59,2,3,-2
448497,0.265722209,0.734277791,1,1,1,2,1,1,66,1,1,-2
448510,0.258941274,0.741058726,-1,2,-6,4,2,2,80,2,-6,-2
448527,0.273578695,0.726421305,1,3,1,3,2,2,37,1,2,-2
448534,0.775198381,0.224801619,1,1,2,6,7,2,50,1,2,-2
448541,0.373481864,0.626518136,-1,3,2,5,2,1,27,2,2,-2
448558,0.291912346,0.708087654,1,1,1,2,2,2,23,1,1,-2
448572,0.333725649,0.666274351,1,1,1,4,2,2,30,1,2,-2
448596,0.351967997,0.648032003,1,1,1,3,3,1,32,2,2,-2
448602,0.164190433,0.835809567,1,1,1,2,1,2,65,2,1,-2
448626,0.388441669,0.611558331,2,4,1,4,4,2,45,2,2,-2
448633,0.764156997,0.235843003,-9,1,1,6,6,1,60,1,1,-2
448640,0.595709883,0.404290117,-1,2,-6,4,5,1,21,1,-6,-2
448671,0.337071575,0.662928425,1,1,1,3,3,1,68,2,2,-2
448695,0.538939921,0.461060079,2,1,1,99,5,2,40,1,3,-2
448770,0.253925198,0.746074802,-1,2,-7,2,1,1,49,2,-7,-2
448787,0.253925276,0.746074724,1,3,1,2,1,2,20,2,2,-2
448800,0.593227359,0.406772641,2,1,1,7,6,1,51,2,3,-2
448824,0.279863146,0.720136854,1,1,2,4,1,2,42,2,2,-2
448831,0.357307798,0.642692202,1,2,2,4,3,1,56,2,2,-2
448848,0.907252809,0.092747191,2,1,1,7,7,1,21,1,1,-2
448862,0.872149479,0.127850521,2,1,1,7,7,2,35,1,1,-2
448893,0.452165539,0.547834461,-1,2,2,99,4,2,32,2,4,-2
448909,0.290339935,0.709660065,1,1,1,2,1,2,41,1,2,-2
448930,0.397143371,0.602856629,-1,2,-6,99,4,2,20,1,-6,-2
448947,0.703218978,0.296781022,1,1,2,4,7,1,67,2,2,-2
448961,0.806722948,0.193277052,2,1,1,7,7,1,19,2,2,-2
449018,0.26850284,0.73149716,1,3,1,3,3,2,23,2,3,-2
449049,0.423402136,0.576597864,5,5,1,4,4,1,50,1,2,-2
449063,0.194277272,0.805722728,1,4,1,4,1,2,34,1,1,-2
449100,0.463769357,0.536230643,1,1,1,4,4,2,35,2,3,-2
449117,0.934530175,0.065469825,2,1,1,6,7,1,42,1,1,-2
449131,0.68387277,0.31612723,2,1,1,5,7,2,-9,1,2,-2
449148,0.910210696,0.089789304,5,1,1,7,7,1,28,1,1,-2
449162,0.509251903,0.490748097,1,1,1,4,4,2,33,1,2,-2
449179,0.585163205,0.414836795,-1,1,-6,99,7,2,75,2,-6,-2
449193,0.285285005,0.714714995,1,1,1,4,3,2,40,2,2,-2
449230,0.250642742,0.749357258,1,1,1,2,3,1,61,2,1,-2
449247,0.240010831,0.759989169,1,4,1,3,3,2,32,1,1,-2
449254,0.447241808,0.552758192,-1,1,-6,4,2,2,42,1,-6,-2
449261,0.560466281,0.439533719,-1,2,1,99,6,1,34,1,3,-2
449308,0.349507097,0.650492903,-1,4,-6,4,3,2,49,1,-6,-2
449391,0.426878193,0.573121807,-1,1,-6,4,6,2,64,2,-6,-2
449407,0.332692292,0.667307708,1,2,1,3,3,2,38,1,2,-2
449445,0.396196288,0.603803712,-1,1,-6,99,4,2,65,2,-6,-2
449476,0.197568938,0.802431062,1,1,1,1,1,2,36,2,1,-2
449506,0.557578589,0.442421411,1,1,2,4,4,1,66,1,2,-2
449537,0.915186606,0.084813394,2,1,1,7,7,1,71,1,1,-2
449568,0.215686436,0.784313564,1,1,1,2,1,2,32,2,1,-2
449575,0.581159375,0.418840625,2,1,1,99,5,1,65,2,2,-2
449605,0.847001993,0.152998007,2,3,1,7,7,1,54,1,2,-2
449636,0.54161694,0.45838306,-1,1,2,5,5,2,51,2,3,-2
449643,0.215380531,0.784619469,1,2,1,99,1,1,38,1,1,-2
449650,0.21859242,0.78140758,1,3,1,4,1,1,-9,1,1,-2
449667,0.691472839,0.308527161,-1,1,1,6,5,2,44,1,2,-2
449681,0.24923839,0.75076161,1,2,1,99,1,2,60,1,4,-2
449773,0.614603738,0.385396262,1,1,1,4,5,1,46,2,2,-2
449834,0.407037031,0.592962969,1,1,1,4,3,1,72,1,1,-2
449858,0.248974635,0.751025365,1,3,1,2,1,2,22,1,1,-2
449865,0.785550371,0.214449629,2,1,1,6,7,1,69,2,2,-2
449889,0.249021019,0.750978981,1,1,1,2,1,2,74,1,1,-2
449902,0.21027216,0.78972784,1,1,1,4,1,2,73,2,2,-2
449926,0.238457328,0.761542672,1,1,1,4,1,1,77,2,1,-2
449957,0.254093582,0.745906418,1,1,1,99,1,2,73,1,2,-2
449971,0.312006372,0.687993628,1,1,1,1,2,2,51,1,1,-2
449995,0.79881151,0.20118849,2,1,1,6,7,2,59,1,2,-2
450018,0.79922911,0.20077089,-1,1,1,6,7,2,70,1,2,-2
450025,0.82580529,0.17419471,2,1,1,6,7,1,53,1,3,-2
450094,0.27717048,0.72282952,1,3,1,4,2,1,75,1,1,-2
450124,0.798363992,0.201636008,2,1,1,6,7,2,50,1,2,-2
450131,0.487606115,0.512393885,1,1,1,3,4,1,80,2,1,-2
450148,0.66032886,0.33967114,-1,3,-6,5,7,1,43,2,-6,-2
450186,0.244462008,0.755537992,1,1,1,2,1,2,80,1,1,-2
450223,0.616118034,0.383881966,1,1,1,5,6,1,80,1,2,-2
450230,0.266478231,0.733521769,1,4,1,3,3,1,34,2,3,-2
450339,0.177515564,0.822484436,1,1,1,2,1,-9,67,2,2,-2
450346,0.169838486,0.830161514,1,3,1,2,1,2,57,2,2,-2
450353,0.733602874,0.266397126,-1,1,-6,6,7,1,64,2,-6,-2
450360,0.314214466,0.685785534,1,1,1,3,1,1,51,1,1,-2
450469,0.524381702,0.475618298,2,1,1,4,6,1,56,2,3,-2
450506,0.767715931,0.232284069,2,1,1,6,7,1,42,2,3,-2
450537,0.225581171,0.774418829,1,1,1,2,2,2,-9,2,2,-2
450599,0.480692892,0.519307108,-1,5,1,99,4,1,74,1,2,-2
450650,0.257385722,0.742614278,1,1,1,3,3,2,66,2,1,-2
450667,0.811525631,0.188474369,2,6,1,6,7,1,44,2,2,-2
450698,0.193455814,0.806544186,-1,1,-6,1,3,2,27,2,-6,-2
450728,0.622623814,0.377376186,1,1,1,5,5,2,25,1,4,-2
450797,0.730805965,0.269194035,2,1,1,6,5,1,51,2,2,-2
450803,0.586822594,0.413177406,2,1,1,99,6,1,52,1,4,-2
450841,0.836994345,0.163005655,3,-9,1,6,5,1,73,1,1,-2
450902,0.5186676,0.4813324,1,3,1,4,4,2,35,1,2,-2
450933,0.505945117,0.494054883,1,1,1,99,-9,2,43,2,4,-2
450971,0.392804174,0.607195826,1,1,1,3,3,1,45,1,2,-2
450988,0.218131582,0.781868418,1,2,1,4,1,1,-9,2,2,-2
451028,0.213154894,0.786845106,1,4,1,1,2,2,27,1,1,-2
451035,0.347625022,0.652374978,-1,4,-6,2,5,2,27,2,-6,-2
451042,0.841270865,0.158729135,2,1,1,7,7,2,37,1,2,-2
451059,0.852289631,0.147710369,2,1,1,7,7,1,52,2,1,-2
451066,0.720150664,0.279849336,2,1,1,6,5,1,73,2,1,-2
451073,0.609028629,0.390971371,2,2,1,5,5,2,40,1,2,-2
451080,0.260906461,0.739093539,1,1,1,4,2,2,69,2,2,-2
451097,0.461672976,0.538327024,2,1,1,6,6,1,-9,2,3,-2
451134,0.283993678,0.716006322,1,3,1,2,2,2,30,2,4,-2
451165,0.332723422,0.667276578,1,6,1,4,2,2,26,2,3,-2
451189,0.271883686,0.728116314,1,1,1,3,2,2,29,2,2,-2
451196,0.377272275,0.622727725,1,3,-6,4,2,1,51,2,-6,-2
451202,0.565043397,0.434956603,2,1,2,5,5,2,57,2,2,-2
451271,0.539382925,0.460617075,-1,4,1,99,4,1,52,1,3,-2
451325,0.704678469,0.295321531,-1,1,1,6,7,1,75,2,3,-2
451332,0.296799609,0.703200391,1,2,1,2,1,1,25,1,4,-2
451356,0.675159515,0.324840485,2,1,1,99,5,1,-9,1,1,-2
451370,0.563077873,0.436922127,1,1,1,4,6,2,48,1,4,-2
451424,0.18256341,0.81743659,-1,4,1,2,1,2,30,1,3,-2
451578,0.419349688,0.580650312,-1,1,-6,99,6,2,25,2,-6,-2
451585,0.307336667,0.692663333,1,2,2,4,1,1,39,2,3,-2
451608,0.30342729,0.69657271,1,1,1,2,3,2,21,1,2,-2
451622,0.505234921,0.494765079,-1,1,1,99,4,2,32,1,3,-2
451639,0.246090467,0.753909533,1,1,1,3,1,1,30,2,2,-2
451646,0.61094593,0.38905407,-1,3,-6,99,4,1,52,1,-6,-2
451653,0.187097287,0.812902713,1,1,1,2,1,2,65,2,1,-2
451684,0.345194778,0.654805222,-1,1,1,4,3,2,63,1,1,-2
451707,0.580401789,0.419598211,1,1,2,4,4,1,38,-9,2,-2
451721,0.535856722,0.464143278,1,1,1,4,4,2,56,1,2,-2
451738,0.156948281,0.843051719,1,1,1,2,1,2,73,2,1,-2
451752,0.670637443,0.329362557,2,1,1,5,5,1,34,1,3,-2
451769,0.570808043,0.429191957,-1,2,-6,6,2,1,56,2,-6,-2
451783,0.749948839,0.250051161,5,1,1,6,6,1,38,1,1,-2
451790,0.924412057,0.075587943,2,1,1,6,7,1,61,1,1,-2
451806,0.434659186,0.565340814,2,1,1,3,6,2,75,2,2,-2
451912,0.31704201,0.68295799,1,1,1,3,2,2,42,1,2,-2
451929,0.847220096,0.152779904,2,1,1,6,7,1,59,2,1,-2
451974,0.492533046,0.507466954,-1,1,1,4,4,2,61,2,3,-2
452014,0.677628741,0.322371259,2,1,1,4,7,2,38,2,3,-2
452021,0.772379011,0.227620989,2,1,1,6,6,1,34,1,1,-2
452045,0.244717524,0.755282476,-1,3,1,4,3,2,36,2,2,-2
452083,0.223933314,0.776066686,1,1,1,2,1,2,74,1,1,-2
452090,0.603303886,0.396696114,2,1,1,6,6,2,64,1,2,-2
452120,0.514164778,0.485835222,-1,1,1,5,6,1,22,2,4,-2
452144,0.742640945,0.257359055,2,-9,1,6,5,2,77,1,2,-2
452175,0.42679989,0.57320011,-1,-9,-6,-9,6,-9,-9,1,-6,-2
452229,0.316925026,0.683074974,1,1,1,4,3,2,37,1,3,-2
452243,0.66909798,0.33090202,2,1,1,4,5,2,36,1,4,-2
452267,0.810247759,0.189752241,2,1,1,6,5,2,51,1,1,-2
452281,0.312551875,0.687448125,1,1,1,2,3,2,27,1,2,-2
452311,0.332293137,0.667706863,1,2,1,4,2,1,37,2,2,-2
452328,0.480618637,0.519381363,-1,4,2,99,-9,1,49,2,4,-2
452410,0.327989459,0.672010541,1,3,2,2,3,1,28,2,2,-2
452427,0.38309549,0.61690451,1,1,1,2,4,1,40,2,2,-2
452434,0.499119528,0.500880472,-1,4,1,4,4,2,46,1,2,-2
452441,0.767198459,0.232801541,-1,3,1,6,7,1,21,2,4,-2
452465,0.855028827,0.144971173,2,1,1,6,7,1,63,2,2,-2
452472,0.236941833,0.763058167,1,1,2,2,1,2,68,1,2,-2
452496,0.823380625,0.176619375,2,1,1,6,7,2,27,1,2,-2
452526,0.6144181,0.3855819,-1,3,-6,4,4,2,80,1,-6,-2
452533,0.344815296,0.655184704,1,1,1,4,2,1,77,2,2,-2
452557,0.256548629,0.743451371,1,1,1,4,1,1,64,2,1,-2
452564,0.590364439,0.409635561,2,1,1,99,5,2,29,1,3,-2
452595,0.631568955,0.368431045,-1,1,1,4,5,2,29,1,2,-2
452618,0.129951323,0.870048677,-1,-9,-6,99,1,2,60,2,-6,-2
452649,0.223788888,0.776211112,1,3,1,2,1,2,22,1,1,-2
452663,0.64291481,0.35708519,2,1,1,99,7,2,39,2,4,-2
452700,0.267439634,0.732560366,1,1,1,3,1,2,67,1,1,-2
452731,0.184078404,0.815921596,1,1,1,2,1,2,53,2,1,-2
452748,0.578580271,0.421419729,-1,1,1,4,4,-9,63,2,3,-2
452779,0.246750689,0.753249311,-1,1,1,2,1,2,50,1,1,-2
452861,0.29886239,0.70113761,1,1,1,2,2,2,49,1,2,-2
452878,0.8682252,0.1317748,2,1,2,6,7,1,57,1,3,-2
452939,0.636952126,0.363047874,-1,1,1,3,5,1,70,1,2,-2
452953,0.519768897,0.480231103,2,1,2,99,4,2,28,1,4,-2
452977,0.251197103,0.748802897,1,1,1,2,3,2,47,2,2,-2
453024,0.41385838,0.58614162,-1,3,1,4,4,2,28,2,3,-2
453048,0.232480537,0.767519463,1,1,1,4,1,2,55,2,1,-2
453116,0.4583051,0.5416949,2,1,1,5,6,2,62,2,3,-2
453130,0.886999122,0.113000878,2,1,1,6,7,1,62,1,2,-2
453147,0.202937672,0.797062328,1,3,1,2,1,1,47,2,2,-2
453185,0.80763203,0.19236797,-1,1,1,-9,7,1,80,1,2,-2
453208,0.257949883,0.742050117,1,1,1,2,2,2,80,2,3,-2
453215,0.884451411,0.115548589,-1,3,-6,6,7,2,57,1,-6,-2
453246,0.891962489,0.108037511,2,1,1,6,7,1,56,2,1,-2
453253,0.441364343,0.558635657,-1,2,2,99,-9,1,77,2,4,-2
453284,0.81918155,0.18081845,2,5,1,6,7,2,24,1,1,-2
453369,0.691502945,0.308497055,2,1,1,4,7,2,65,2,2,-2
453383,0.735986367,0.264013633,2,3,1,4,7,2,30,1,2,-2
453390,0.765512577,0.234487423,2,1,1,99,7,1,66,2,2,-2
453505,0.397736395,0.602263605,2,5,1,5,4,2,45,2,1,-2
453512,0.661161235,0.338838765,2,1,1,5,6,1,26,1,4,-2
453567,0.687374939,0.312625061,-1,1,1,1,7,1,28,1,3,-2
453628,0.269386338,0.730613662,1,1,1,99,3,1,36,2,2,-2
453659,0.848794093,0.151205907,2,1,1,7,7,1,36,2,1,-2
453666,0.833841392,0.166158608,-1,3,-6,7,7,1,76,1,-6,-2
453673,0.880299282,0.119700718,2,1,2,7,7,1,59,1,1,-2
453697,0.507377516,0.492622484,2,1,1,6,6,1,-9,2,2,-2
453703,0.718795209,0.281204791,-1,1,-7,6,7,1,57,2,-7,-2
453710,0.591138173,0.408861827,1,1,1,4,5,2,35,2,2,-2
453734,0.706408393,0.293591607,2,5,1,4,7,2,42,1,2,-2
453741,0.432384485,0.567615515,2,4,1,4,4,1,35,2,2,-2
453796,0.321952766,0.678047234,1,1,1,2,3,2,41,1,3,-2
453833,0.733527795,0.266472205,3,2,1,6,5,2,37,1,2,-2
453888,0.722381519,0.277618481,2,1,1,6,7,2,53,2,2,-2
453895,0.398790084,0.601209916,-1,1,1,4,3,1,26,2,3,-2
453932,0.291700794,0.708299206,-1,3,1,4,2,2,45,1,2,-2
453970,0.543170376,0.456829624,-1,1,1,4,5,2,32,2,-5,-2
454027,0.728060934,0.271939066,2,1,1,4,5,1,37,1,2,-2
454065,0.526558843,0.473441157,-1,1,1,4,4,2,38,2,4,-2
454089,0.682388018,0.317611982,-1,1,1,6,7,2,50,2,3,-2
454096,0.742415952,0.257584048,2,1,1,5,7,1,36,2,2,-2
454102,0.513212126,0.486787874,-1,1,1,4,4,2,53,1,3,-2
454119,0.684466151,0.315533849,2,1,2,5,7,2,-9,1,1,-2
454133,0.267039587,0.732960413,1,1,1,4,3,2,25,2,3,-2
454157,0.901509335,0.098490665,2,1,1,7,7,1,42,1,1,-2
454171,0.855907159,0.144092841,2,1,1,6,7,1,25,2,1,-2
454195,0.263746482,0.736253518,1,1,1,3,2,2,61,2,2,-2
454201,0.392916826,0.607083174,1,1,1,4,3,2,27,1,3,-2
454225,0.699789603,0.300210397,2,6,1,5,5,1,41,1,2,-2
454249,0.271196398,0.728803602,1,2,1,4,1,1,56,1,2,-2
454287,0.326794772,0.673205228,1,1,1,2,3,2,31,1,2,-2
454324,0.701811612,0.298188388,2,1,1,6,5,2,26,1,2,-2
454348,0.488359511,0.511640489,1,1,1,3,4,2,61,1,1,-2
454409,0.337670051,0.662329949,1,1,1,4,3,2,44,1,1,-2
454423,0.803857161,0.196142839,5,1,1,5,7,1,77,1,2,-2
454447,0.887939149,0.112060851,-1,1,1,99,7,1,27,1,1,-2
454478,0.530021471,0.469978529,1,1,1,5,6,1,77,2,2,-2
454508,0.249401241,0.750598759,1,3,1,4,3,1,-9,1,1,-2
454522,0.27574352,0.72425648,-1,1,-7,2,1,2,31,1,-7,-2
454539,0.231948978,0.768051022,1,1,1,4,1,2,47,2,2,-2
454546,0.288089348,0.711910652,1,3,1,99,3,1,27,2,3,-2
454553,0.19307008,0.80692992,1,6,1,1,1,2,69,2,2,-2
454560,0.688053455,0.311946545,2,1,1,5,5,1,66,1,1,-2
454577,0.641962923,0.358037077,2,1,1,7,5,1,-9,1,2,-2
454584,0.471135127,0.528864873,-1,1,-6,6,1,1,65,2,-6,-2
454607,0.752355075,0.247644925,-1,3,-6,6,4,2,18,1,-6,-2
454744,0.493297416,0.506702584,1,1,1,5,6,2,64,2,2,-2
454768,0.279732318,0.720267682,1,2,2,99,1,2,22,1,1,-2
454782,0.255243884,0.744756116,1,3,1,2,3,2,42,1,3,-2
454799,0.397287686,0.602712314,2,1,1,3,4,2,54,2,2,-2
454805,0.830633322,0.169366678,2,1,1,6,7,1,52,2,2,-2
454843,0.827195048,0.172804952,2,1,1,7,7,1,80,1,2,-2
454850,0.249226535,0.750773465,1,1,1,3,2,1,28,2,1,-2
454874,0.760395066,0.239604934,2,1,1,6,6,1,63,1,1,-2
454928,0.249227289,0.750772711,1,1,1,2,1,2,34,2,3,-2
454966,0.548784644,0.451215356,2,1,1,5,5,2,72,2,1,-2
454980,0.291861729,0.708138271,1,1,1,4,1,1,63,1,2,-2
455037,0.254882984,0.745117016,1,1,1,2,1,2,35,2,2,-2
455044,0.156796001,0.843203999,1,5,1,99,1,-9,-9,1,1,-2
455051,0.643563224,0.356436776,-1,1,-7,6,7,1,69,2,-7,-2
455075,0.356990582,0.643009418,1,1,1,4,2,2,57,1,2,-2
455082,0.48864296,0.51135704,-1,1,2,99,6,2,28,2,4,-2
455099,0.527618465,0.472381535,2,1,1,4,4,2,67,1,3,-2
455112,0.89567857,0.10432143,2,1,1,6,7,2,66,1,1,-2
455129,0.590124822,0.409875178,2,5,1,5,5,1,41,1,2,-2
455136,0.474543055,0.525456945,2,6,1,5,4,1,65,2,2,-2
455150,0.19393707,0.80606293,1,5,1,4,2,1,36,2,2,-2
455181,0.818627938,0.181372062,2,1,2,6,7,1,72,1,2,-2
455211,0.473161708,0.526838292,-1,1,1,99,4,2,60,1,3,-2
455235,0.843609701,0.156390299,2,1,1,6,7,1,25,2,2,-2
455303,0.288264584,0.711735416,1,1,1,3,2,2,51,1,2,-2
455310,0.572074575,0.427925425,-1,1,1,5,6,1,42,1,4,-2
455341,0.74272225,0.25727775,1,1,1,4,7,2,55,2,2,-2
455358,0.278809305,0.721190695,1,1,1,3,1,2,39,1,1,-2
455365,0.73284725,0.26715275,-1,2,1,6,5,1,32,2,2,-2
455372,0.398600923,0.601399077,-1,4,-6,2,2,2,30,1,-6,-2
455433,0.20977528,0.79022472,1,2,1,99,1,2,42,1,2,-2
455457,0.353173434,0.646826566,1,1,1,4,2,2,40,2,3,-2
455501,0.712850674,0.287149326,1,3,1,5,7,1,59,2,2,-2
455518,0.21620979,0.78379021,1,1,1,2,1,2,-9,2,2,-2
455525,0.186767184,0.813232816,2,1,1,4,1,2,80,2,1,-2
455532,0.593680975,0.406319025,1,3,2,4,4,1,57,1,4,-2
455594,0.760906968,0.239093032,2,1,1,4,7,1,80,2,2,-2
455617,0.181310947,0.818689053,1,3,1,99,1,1,36,2,2,-2
455624,0.232411496,0.767588504,1,2,1,99,1,1,27,1,2,-2
455631,0.775629467,0.224370533,-1,4,1,6,7,2,32,1,2,-2
455655,0.249368868,0.750631132,1,1,1,99,2,2,67,2,2,-2
455716,0.799433714,0.200566286,2,1,1,6,7,2,52,2,2,-2
455761,0.184785477,0.815214523,1,1,1,2,1,1,69,2,1,-2
455778,0.451511239,0.548488761,-9,3,1,99,4,1,57,1,3,-2
455785,0.243128061,0.756871939,-1,1,1,99,2,2,18,2,3,-2
455792,0.188582641,0.811417359,1,3,1,99,1,1,52,2,2,-2
455822,0.250046282,0.749953718,1,1,1,3,3,2,39,2,2,-2
455839,0.260985029,0.739014971,1,1,1,3,1,2,62,2,1,-2
455853,0.345969726,0.654030274,-1,1,-6,3,2,2,-9,-9,-6,-2
455877,0.800221019,0.199778981,2,1,1,99,7,2,60,2,1,-2
455945,0.572786496,0.427213504,-1,1,2,3,6,1,35,1,4,-2
455952,0.348773434,0.651226566,-1,1,1,3,3,2,27,2,3,-2
455976,0.50971891,0.49028109,-1,1,2,3,6,1,27,2,3,-2
456009,0.330497474,0.669502526,1,6,1,4,3,2,34,2,3,-2
456016,0.295293621,0.704706379,1,1,1,3,3,1,68,2,1,-2
456030,0.273087461,0.726912539,1,3,1,4,3,1,32,2,2,-2
456047,0.263484716,0.736515284,1,5,1,4,3,1,35,1,1,-2
456078,0.267201016,0.732798984,-1,1,-6,99,2,2,62,2,-6,-2
456122,0.582131636,0.417868364,-1,1,1,99,4,1,80,1,1,-2
456160,0.256412877,0.743587123,5,6,1,2,4,2,-9,2,2,-2
456184,0.271074763,0.728925237,1,2,1,2,1,1,60,1,1,-2
456191,0.241278388,0.758721612,1,1,1,2,1,2,34,1,1,-2
456221,0.371037983,0.628962017,2,3,1,99,4,1,55,2,4,-2
456245,0.212966737,0.787033263,1,5,1,4,3,1,51,2,3,-2
456252,0.728870299,0.271129701,2,1,1,6,6,1,39,1,2,-2
456306,0.570306095,0.429693905,2,1,1,5,5,2,64,2,2,-2
456313,0.496102199,0.503897801,1,1,2,4,4,1,63,2,2,-2
456351,0.263665966,0.736334034,1,1,1,2,1,2,46,1,2,-2
456399,0.188869715,0.811130285,1,1,1,2,1,2,72,2,2,-2
456412,0.495236735,0.504763265,2,1,2,4,6,2,80,2,3,-2
456429,0.824079496,0.175920504,-1,1,1,99,7,1,66,2,1,-2
456450,0.262489622,0.737510378,1,2,1,2,1,1,60,1,2,-2
456467,0.328794041,0.671205959,-1,3,1,4,2,2,21,1,2,-2
456504,0.624176642,0.375823358,1,1,1,5,5,2,35,1,3,-2
456511,0.701767824,0.298232176,2,1,1,4,5,2,22,1,2,-2
456542,0.843654751,0.156345249,-1,6,-6,6,7,2,39,1,-6,-2
456580,0.262808695,0.737191305,1,1,1,2,2,2,25,2,1,-2
456597,0.271508185,0.728491815,1,1,1,2,1,2,-9,1,1,-2
456610,0.592750334,0.407249666,3,1,1,4,6,2,32,2,4,-2
456627,0.185858154,0.814141846,1,1,1,2,1,2,48,2,1,-2
456672,0.218726311,0.781273689,1,1,1,2,1,2,-9,1,1,-2
456740,0.205547422,0.794452578,1,1,1,2,1,2,30,2,1,-2
456757,0.30504037,0.69495963,1,3,1,99,2,1,52,1,1,-2
456764,0.817052342,0.182947658,2,1,1,6,7,2,60,1,2,-2
456801,0.315650701,0.684349299,1,1,1,4,2,2,39,1,2,-2
456832,0.293076018,0.706923982,1,1,1,3,2,1,49,2,2,-2
456870,0.426752219,0.573247781,-1,1,-6,4,5,2,48,2,-6,-2
456887,0.212307943,0.787692057,1,1,1,2,1,2,68,2,2,-2
456955,0.557870061,0.442129939,1,1,1,99,6,1,51,1,3,-2
456962,0.902679615,0.097320385,2,1,1,6,7,1,78,1,1,-2
457002,0.179424582,0.820575418,1,1,1,2,1,2,58,2,1,-2
457040,0.763196799,0.236803201,-1,1,-6,7,7,1,80,1,-6,-2
457064,0.752193645,0.247806355,5,1,1,6,6,1,45,1,2,-2
457101,0.412506778,0.587493222,-1,1,1,3,4,2,63,1,2,-2
457118,0.246601343,0.753398657,1,1,1,2,3,2,38,2,3,-2
457149,0.859225976,0.140774024,2,1,1,6,7,2,80,1,1,-2
457156,0.905176311,0.094823689,2,1,1,6,7,1,71,1,1,-2
457170,0.848746305,0.151253695,2,1,1,99,7,1,54,1,2,-2
457200,0.771592228,0.228407772,2,1,1,7,7,1,69,2,2,-2
