caseid,p_romney,p_obama,presvote2012_x,dem_raceeth_x,discuss_disc,libcpre_self,pid_x,relig_church,dem_age_r_x,gender_respondent_x,paprofile_interestpolit,patriot_flag,sample_stfips
5241,0.922723834,0.077276166,2,1,1,7,7,1,28,1,1,1,6
5242,0.718207012,0.281792988,2,1,1,6,7,2,32,1,2,2,34
5243,0.807069817,0.192930183,2,1,1,4,7,1,36,1,2,4,22
5244,0.049575622,0.950424378,1,1,1,1,1,1,65,1,1,2,36
5245,0.259720694,0.740279306,1,5,1,4,2,1,47,1,3,1,6
5246,0.305012088,0.694987912,1,2,1,4,1,1,55,2,3,5,13
5247,0.52454776,0.47545224,1,2,2,4,2,1,55,2,3,1,28
5248,0.289178318,0.710821682,-2,2,2,5,1,2,46,1,2,3,1
5249,0.130159145,0.869840855,-2,3,1,4,2,1,55,1,1,2,6
5250,0.248145536,0.751854464,-2,2,2,7,4,1,21,1,1,2,36
5251,0.224512772,0.775487228,-2,1,1,6,4,1,53,2,2,5,36
5252,0.12079111,0.87920889,-2,1,-7,2,1,2,59,2,4,-7,12
5253,0.682074407,0.317925593,1,1,1,5,6,2,52,2,2,1,47
5254,0.832626812,0.167373188,-2,1,1,6,5,1,89,1,2,1,24
5255,0.091611615,0.908388385,1,1,1,2,1,1,59,2,1,1,27
5256,0.807194552,0.192805448,2,1,1,6,7,2,71,2,2,2,37
5257,0.336160315,0.663839685,1,2,2,4,1,1,31,1,2,3,1
5258,0.357687212,0.642312788,1,1,1,3,3,1,50,2,2,3,4
5259,0.30255375,0.69744625,-2,5,2,4,3,2,67,2,3,2,48
5260,0.722062802,0.277937198,-2,5,-7,3,5,1,40,1,3,-7,48
5261,0.229920747,0.770079253,1,2,2,6,1,1,48,2,2,1,39
5262,0.208555743,0.791444257,1,3,2,4,4,1,52,2,4,3,6
5263,0.511194643,0.488805357,1,5,2,4,4,1,75,2,3,3,48
5264,0.653080853,0.346919147,-2,1,1,4,2,1,29,1,1,1,21
5265,0.700229273,0.299770727,1,5,2,4,7,1,29,1,2,4,12
5266,0.082517808,0.917482192,1,5,1,2,3,1,37,2,1,2,12
5267,0.051620751,0.948379249,1,1,1,2,1,2,51,2,2,1,6
5268,0.030977167,0.969022833,1,2,1,3,3,2,78,1,2,2,6
5269,0.313512282,0.686487718,1,1,1,5,4,2,67,1,2,3,6
5270,0.400253707,0.599746293,-2,1,2,-9,4,1,43,1,3,3,6
5271,0.266589141,0.733410859,1,1,1,1,2,2,37,2,3,4,30
5272,0.097050855,0.902949145,-2,3,2,4,3,2,31,1,4,4,6
5273,0.063347944,0.936652056,1,2,2,2,1,1,53,2,2,1,34
5274,0.473149392,0.526850608,2,5,2,4,6,2,65,2,2,2,48
5275,0.78690552,0.21309448,-2,1,1,6,5,2,67,1,1,3,32
5276,0.433942522,0.566057478,5,1,1,3,6,2,51,1,2,4,12
5277,0.137789215,0.862210785,1,3,1,4,2,1,33,2,2,1,6
5278,0.326663065,0.673336935,-2,1,1,4,3,1,53,1,4,4,12
5279,0.129088758,0.870911242,5,1,1,1,4,1,45,1,2,4,55
5280,0.776222012,0.223777988,2,1,2,6,7,1,64,1,1,2,27
5281,0.201259404,0.798740596,1,5,1,2,3,1,67,1,1,1,12
5282,0.6017812,0.3982188,2,1,1,5,7,1,40,2,2,2,17
5283,0.305036296,0.694963704,1,1,1,4,4,2,62,1,1,2,39
5284,0.072009559,0.927990441,5,1,1,3,3,1,29,1,1,4,6
5285,0.754598007,0.245401993,-2,1,2,6,5,1,45,2,3,2,1
5286,0.271216694,0.728783306,1,1,2,3,4,2,35,2,3,3,55
5287,0.342465239,0.657534761,2,1,2,5,6,2,60,1,2,2,53
5288,0.90897975,0.09102025,2,1,2,6,7,1,29,1,2,2,45
5289,0.690946702,0.309053298,2,1,2,5,7,1,20,1,4,5,54
5290,0.17165001,0.82834999,-2,5,2,4,2,1,66,1,3,2,6
5291,0.745261782,0.254738218,-2,1,2,4,4,1,58,1,3,1,4
5292,0.034604392,0.965395608,1,1,1,1,3,2,54,1,2,5,6
5293,0.161661078,0.838338922,1,1,1,2,1,2,31,1,2,1,26
5294,0.500776628,0.499223372,2,1,1,4,6,1,74,1,1,1,34
5295,0.743844964,0.256155036,1,1,2,4,4,1,54,1,1,1,47
5296,0.167290375,0.832709625,1,1,1,2,1,1,79,2,1,1,12
5297,0.172936587,0.827063413,1,1,1,3,3,1,38,1,2,2,19
5298,0.308581115,0.691418885,-2,2,2,7,4,1,31,2,4,2,18
5299,0.891335307,0.108664693,2,1,2,6,7,2,57,1,1,1,36
5300,0.203507909,0.796492091,-2,1,1,3,4,2,31,2,3,2,26
5301,0.441890245,0.558109755,2,1,2,5,2,2,67,2,2,1,12
5302,0.891074709,0.108925291,2,1,1,6,7,2,61,1,2,3,37
5303,0.317020113,0.682979887,-2,5,1,-9,6,1,52,2,2,2,34
5304,0.307499174,0.692500826,1,5,2,4,3,1,58,2,3,1,12
5305,0.762962159,0.237037841,2,1,1,5,6,2,54,1,2,1,4
5306,0.137320577,0.862679423,1,1,-7,4,3,2,71,2,3,-7,39
5307,0.722822582,0.277177418,2,1,1,4,5,1,66,2,2,2,47
5308,0.572725025,0.427274975,-2,1,2,4,4,2,61,1,3,1,37
5309,0.168917752,0.831082248,1,1,1,3,2,1,49,1,2,5,27
5310,0.940425314,0.059574686,2,1,1,6,7,1,37,1,1,2,49
5311,0.676867635,0.323132365,1,1,1,5,1,1,75,1,2,1,45
5312,0.734043605,0.265956395,2,1,1,5,7,1,68,2,3,1,6
5313,0.232738874,0.767261126,2,1,1,4,4,1,46,1,3,2,36
5314,0.863137568,0.136862432,2,1,1,6,6,1,85,1,2,1,13
5315,0.830935154,0.169064846,2,1,1,6,7,1,44,2,3,2,13
5316,0.083906864,0.916093136,-2,5,-6,4,1,2,62,1,3,-6,6
5317,0.604030928,0.395969072,5,1,1,6,6,1,81,1,1,2,23
5318,0.146624199,0.853375801,-2,1,2,4,3,2,41,2,3,2,55
5319,0.198399475,0.801600525,1,1,1,3,3,2,47,2,1,1,12
5320,0.132040403,0.867959597,-2,1,2,4,3,2,46,1,4,2,34
5321,0.758943161,0.241056839,2,1,1,6,7,1,33,1,2,2,27
5322,0.186608772,0.813391228,1,2,1,3,3,1,59,1,3,1,8
5323,0.39948752,0.60051248,-2,1,2,4,4,2,52,2,3,1,42
5324,0.138194869,0.861805131,-2,2,1,1,4,1,62,2,2,-9,13
5325,0.206424996,0.793575004,-2,6,1,3,4,2,40,1,2,4,42
5326,0.177248988,0.822751012,-2,2,2,4,2,2,19,2,3,3,17
5327,0.129499483,0.870500517,1,1,1,3,1,2,58,2,1,3,17
5328,0.832370577,0.167629423,1,1,1,6,7,1,26,2,2,1,36
5329,0.223619463,0.776380537,1,2,1,3,1,1,47,1,1,3,1
5330,0.305912457,0.694087543,2,1,1,4,4,2,59,2,1,2,51
5331,0.682309351,0.317690649,2,3,2,6,7,1,28,2,3,2,55
5332,0.048162971,0.951837029,1,2,1,2,1,1,61,1,2,1,17
5333,0.655947362,0.344052638,2,1,1,5,6,1,58,1,1,1,17
5334,0.209229572,0.790770428,1,1,1,4,4,2,51,2,4,3,25
5335,0.359628854,0.640371146,2,5,1,5,2,1,70,2,2,1,35
5336,0.371363792,0.628636208,-2,5,2,4,1,2,51,2,2,1,48
5337,0.740103099,0.259896901,1,1,1,4,2,1,65,1,2,1,29
5338,0.636246511,0.363753489,-2,1,2,4,4,2,65,1,3,1,54
5339,0.460289352,0.539710648,5,4,1,4,4,1,47,1,1,2,22
5340,0.59727465,0.40272535,-2,1,-7,6,4,1,29,1,4,-7,42
5341,0.800425419,0.199574581,-2,1,2,6,6,1,55,1,4,3,48
5342,0.085185468,0.914814532,1,1,1,3,3,1,26,2,2,3,25
5343,0.391043422,0.608956578,-2,1,1,6,5,1,67,2,1,2,9
5344,0.226208324,0.773791676,5,1,1,5,5,2,35,2,4,4,17
5345,0.810857073,0.189142927,2,2,1,7,5,1,58,2,1,1,48
5346,0.51691684,0.48308316,2,5,2,4,6,1,59,2,1,1,12
5347,0.150318275,0.849681725,1,1,1,2,2,1,31,1,3,4,27
5348,0.301761376,0.698238624,-2,1,1,4,5,2,34,1,2,2,36
5349,0.386932844,0.613067156,-2,6,1,5,4,1,67,2,2,2,37
5350,0.880020028,0.119979972,2,1,1,6,7,1,82,2,2,1,6
5351,0.312592614,0.687407386,1,1,2,4,2,2,31,1,2,2,51
5352,0.721598632,0.278401368,2,1,1,6,6,2,69,1,1,2,22
5353,0.272488268,0.727511732,2,1,2,4,6,2,46,1,4,3,36
5354,0.138310133,0.861689867,-2,1,-7,1,3,1,21,2,4,-7,42
5355,0.878328054,0.121671946,-2,1,-6,6,5,1,59,2,1,-6,45
5356,0.062810911,0.937189089,1,3,1,2,3,2,66,1,1,4,25
5357,0.116065455,0.883934545,1,3,1,3,2,2,32,1,3,2,6
5358,0.374381603,0.625618397,5,1,1,2,4,2,29,1,2,2,29
5359,0.782929631,0.217070369,2,1,1,4,7,1,81,2,2,1,42
5360,0.907992388,0.092007612,2,1,1,7,7,2,56,1,2,2,48
5361,0.329669475,0.670330525,-2,1,1,4,4,2,64,1,2,2,8
5362,0.621591678,0.378408322,2,1,2,4,2,1,60,2,2,1,47
5363,0.951831661,0.048168339,-2,1,-7,6,7,1,59,1,1,-7,35
5364,0.27879368,0.72120632,-2,6,1,4,1,2,67,2,1,1,13
5365,0.129676693,0.870323307,1,1,2,4,3,2,40,1,3,2,44
5366,0.411557368,0.588442632,1,1,2,4,2,1,54,2,4,1,39
5367,0.612262642,0.387737358,2,1,1,6,5,2,79,1,1,2,36
5368,0.04485805,0.95514195,1,1,1,1,1,2,55,1,2,5,6
5369,0.229923016,0.770076984,2,1,1,3,6,2,35,1,2,2,34
5370,0.474538714,0.525461286,2,1,2,5,6,1,50,1,3,3,24
5371,0.228301357,0.771698643,1,1,1,4,3,2,62,1,2,2,37
5372,0.243693204,0.756306796,1,2,2,3,1,2,54,2,2,3,45
5373,0.618986949,0.381013051,1,1,-6,6,6,1,66,2,3,-6,31
5374,0.881538997,0.118461003,2,1,1,7,7,1,38,2,1,2,47
5375,0.568663506,0.431336494,-2,3,2,6,7,2,37,1,4,3,6
5376,0.502258334,0.497741666,1,5,1,4,4,2,72,1,3,1,12
5377,0.69483836,0.30516164,2,3,2,7,7,1,25,2,3,2,55
5378,0.323793763,0.676206237,1,1,1,5,3,1,54,2,3,1,8
5379,0.252254745,0.747745255,5,1,1,5,4,2,60,1,4,4,41
5380,0.277282475,0.722717525,-2,1,2,4,4,1,34,2,3,2,42
5381,0.551087266,0.448912734,1,5,1,4,1,1,65,1,3,1,48
5382,0.412937326,0.587062674,2,5,2,4,6,2,32,1,1,5,22
5383,0.827519494,0.172480506,2,1,1,6,6,1,46,2,1,1,48
5384,0.24253674,0.75746326,1,2,1,2,2,1,36,2,3,3,48
5385,0.586930175,0.413069825,-2,1,2,4,6,2,49,2,4,1,48
5386,0.18679686,0.81320314,1,2,2,4,4,2,37,2,2,3,51
5387,0.460124437,0.539875563,1,1,1,4,2,1,59,2,3,2,21
5388,0.295109117,0.704890883,1,1,1,4,1,2,49,2,4,1,27
5389,0.740174536,0.259825464,2,6,1,6,4,1,58,1,2,2,18
5390,0.380010809,0.619989191,1,1,1,4,3,2,62,2,2,1,48
5391,0.148704889,0.851295111,2,1,1,4,3,2,55,2,3,1,9
5392,0.774319553,0.225680447,2,1,2,5,6,1,81,2,2,1,29
5393,0.951173787,0.048826213,2,1,1,6,7,1,64,1,1,1,26
5394,0.285562968,0.714437032,2,1,1,5,6,1,63,2,3,3,41
5395,0.250611754,0.749388246,1,2,1,4,1,1,62,1,1,1,13
5396,0.189792687,0.810207313,1,1,2,4,1,2,35,2,4,2,53
5397,0.729986302,0.270013698,2,1,1,6,5,1,37,1,2,2,51
5398,0.066906283,0.933093717,1,2,1,2,1,1,73,2,1,3,37
5399,0.275565643,0.724434357,1,1,-9,3,2,2,29,1,3,3,12
5400,0.332611867,0.667388133,1,1,2,4,4,2,44,2,4,2,18
5401,0.529344996,0.470655004,2,1,1,6,6,1,66,2,2,1,36
5402,0.881930392,0.118069608,2,1,2,6,7,1,68,2,2,1,42
5403,0.946683131,0.053316869,2,1,1,4,7,1,79,1,1,1,4
5404,0.273486563,0.726513437,-2,1,2,4,4,2,56,2,3,3,24
5405,0.159419865,0.840580135,1,1,1,3,1,1,48,1,2,2,39
5406,0.4369485,0.5630515,1,1,1,5,1,2,22,2,4,1,42
5407,0.626968242,0.373031758,-2,1,-7,5,6,2,52,1,2,-7,12
5408,0.456939555,0.543060445,-2,1,1,6,5,1,44,2,2,2,24
5409,0.677556477,0.322443523,-2,1,1,6,5,2,66,1,2,2,32
5410,0.23769152,0.76230848,1,6,1,3,1,1,40,2,2,2,13
5411,0.2055453,0.7944547,1,2,1,4,1,1,60,1,2,1,37
5412,0.462322722,0.537677278,2,1,1,5,6,2,44,1,2,2,37
5413,0.405248858,0.594751142,1,1,2,4,4,2,37,1,4,1,39
5414,0.110616653,0.889383347,1,2,1,3,1,1,41,1,2,3,32
5415,0.931844612,0.068155388,2,1,1,7,7,2,67,1,1,1,6
5416,0.567379893,0.432620107,2,5,2,4,6,2,59,1,3,1,12
5417,0.45025282,0.54974718,-2,5,1,4,4,1,49,1,2,1,32
5418,0.607714499,0.392285501,2,1,2,7,5,2,49,2,3,2,12
5419,0.124054573,0.875945427,1,1,1,4,3,2,60,2,2,2,55
5420,0.487743962,0.512256038,2,1,1,2,5,1,33,1,4,3,37
5421,0.078646947,0.921353053,1,1,1,2,1,1,88,2,1,2,42
5422,0.953905151,0.046094849,2,1,1,7,7,1,75,2,1,1,29
5423,0.62748881,0.37251119,2,1,2,4,2,2,50,2,3,1,22
5424,0.26034993,0.73965007,-2,1,2,4,2,2,33,2,4,3,53
5425,0.757333672,0.242666328,-2,5,2,6,4,1,61,1,2,1,12
5426,0.299965131,0.700034869,2,1,1,5,6,1,48,2,2,2,24
5427,0.098561541,0.901438459,1,2,2,4,1,1,48,2,1,1,36
5428,0.855515472,0.144484528,2,1,1,3,5,1,76,1,1,1,12
5429,0.122064832,0.877935168,1,1,1,2,1,2,67,1,1,1,27
5430,0.442245659,0.557754341,-2,1,2,5,6,2,33,1,2,1,17
5431,0.376400344,0.623599656,1,1,1,5,2,1,25,2,4,1,53
5432,0.5648931,0.4351069,2,1,1,6,7,1,27,2,3,2,27
5433,0.18655775,0.81344225,1,5,2,5,2,2,52,2,4,2,17
5434,0.242933614,0.757066386,1,1,1,2,1,1,64,1,1,2,21
5435,0.828009602,0.171990398,1,1,1,5,4,1,46,1,1,1,48
5436,0.545639785,0.454360215,1,5,1,3,2,1,71,1,2,1,48
5437,0.168459511,0.831540489,1,1,1,1,3,2,56,1,1,5,40
5438,0.224227295,0.775772705,-2,5,-6,2,6,2,23,2,3,-6,48
5439,0.30240856,0.69759144,-2,1,2,4,4,1,54,2,4,2,39
5440,0.354630072,0.645369928,-2,1,2,2,4,2,40,2,3,3,21
5441,0.25096449,0.74903551,-2,1,2,4,4,2,33,1,4,5,42
5442,0.101202076,0.898797924,1,3,2,2,1,1,51,2,3,3,6
5443,0.448513368,0.551486632,1,1,2,4,2,2,58,1,4,1,42
5444,0.879926618,0.120073382,2,1,1,6,5,1,37,2,2,1,49
5445,0.954198922,0.045801078,-2,1,-7,6,7,1,61,1,1,-7,32
5446,0.148701667,0.851298333,1,2,1,5,3,1,52,2,1,1,48
5447,0.434677206,0.565322794,1,2,1,4,1,1,57,2,4,1,13
5448,0.394509284,0.605490716,2,1,1,5,6,1,74,1,2,2,6
5449,0.379520837,0.620479163,-2,1,2,4,4,2,58,2,4,1,26
5450,0.625996618,0.374003382,2,1,2,4,6,2,61,2,4,1,48
5451,0.908381342,0.091618658,2,1,1,6,7,1,57,1,1,2,42
5452,0.696206067,0.303793933,-2,5,1,7,4,1,39,1,3,1,34
5453,0.761057677,0.238942323,2,1,2,4,5,2,69,1,2,1,51
5454,0.140577038,0.859422962,-2,5,2,4,2,1,32,2,4,-9,6
5455,0.795357047,0.204642953,2,1,1,6,5,2,55,1,1,1,27
5456,0.614059853,0.385940147,1,1,1,4,5,1,38,1,1,1,36
5457,0.518929261,0.481070739,1,5,1,5,1,1,55,2,3,1,48
5458,0.807580821,0.192419179,2,1,1,7,7,1,57,2,1,5,12
5459,0.933422029,0.066577971,2,1,1,6,5,1,78,1,1,1,12
5460,0.451344861,0.548655139,2,1,1,4,2,2,57,1,3,1,42
5461,0.135348298,0.864651702,1,2,2,4,1,1,58,1,3,2,53
5462,0.408741014,0.591258986,-2,1,1,3,6,2,33,1,4,1,19
5463,0.179387753,0.820612247,2,1,1,5,6,1,28,2,1,2,36
5464,0.723710346,0.276289654,2,1,1,4,4,1,51,2,3,1,28
5465,0.279867008,0.720132992,-2,5,1,4,3,2,65,1,4,2,12
5466,0.130386448,0.869613552,-2,3,2,5,2,2,27,2,2,3,25
5467,0.192236661,0.807763339,1,5,2,2,1,1,51,1,4,1,6
5468,0.945148631,0.054851369,2,1,1,6,5,1,70,1,1,1,45
5469,0.218184695,0.781815305,1,2,2,4,1,2,35,2,3,3,37
5470,0.666077271,0.333922729,2,1,1,6,7,1,18,1,4,3,27
5471,0.599928435,0.400071565,2,1,1,6,6,2,42,2,3,1,20
5472,0.650387636,0.349612364,-2,1,1,5,6,2,46,1,3,2,29
5473,0.67359096,0.32640904,-2,1,2,5,6,2,56,1,3,1,12
5474,0.429254743,0.570745257,1,1,2,3,2,2,62,1,3,2,21
5475,0.938561436,0.061438564,2,1,1,6,7,2,48,2,1,1,48
5476,0.345137853,0.654862147,2,1,1,4,2,2,24,1,2,3,12
5477,0.749115963,0.250884037,-2,1,2,-9,4,1,74,2,4,-9,48
5478,0.415624954,0.584375046,2,1,2,3,6,1,52,1,2,3,55
5479,0.781169967,0.218830033,2,1,1,7,6,1,45,1,1,1,42
5480,0.432525477,0.567474523,2,1,1,6,6,1,44,2,3,2,42
5481,0.149812679,0.850187321,1,1,2,4,3,1,23,2,3,5,26
5482,0.349116253,0.650883747,-2,1,2,4,4,2,61,1,3,2,39
5483,0.17518024,0.82481976,1,1,1,4,3,2,60,1,3,1,6
5484,0.048472295,0.951527705,1,1,1,1,1,2,68,1,1,3,6
5485,0.242864274,0.757135726,1,5,2,2,1,1,56,1,2,1,37
5486,0.853500897,0.146499103,2,1,1,6,7,1,74,1,1,2,27
5487,0.237001827,0.762998173,1,2,1,4,1,2,67,2,3,1,37
5488,0.683450612,0.316549388,5,6,1,7,5,1,34,2,1,5,13
5489,0.116711384,0.883288616,1,2,1,4,1,1,44,1,2,2,37
5490,0.864535347,0.135464653,-2,1,1,6,7,1,25,1,4,2,48
5491,0.93602751,0.06397249,2,1,1,6,7,1,76,1,1,1,34
5492,0.653605852,0.346394148,2,1,2,4,5,2,32,1,3,2,47
5493,0.898240112,0.101759888,-2,1,1,7,7,1,65,2,1,1,36
5494,0.45888719,0.54111281,-2,1,1,5,4,1,62,2,3,2,51
5495,0.654202188,0.345797812,5,1,1,4,4,1,33,2,3,1,56
5496,0.150455891,0.849544109,1,1,1,3,1,1,30,2,2,2,19
5497,0.284793676,0.715206324,-2,2,2,3,1,1,50,1,1,3,48
5498,0.168777137,0.831222863,1,1,2,4,2,2,38,2,4,2,36
5499,0.479280528,0.520719472,5,1,2,5,4,1,38,1,3,5,48
5500,0.077075927,0.922924073,1,2,1,4,1,1,67,1,2,1,11
5501,0.567131553,0.432868447,2,1,2,6,4,2,18,2,3,2,30
5502,0.676159704,0.323840296,2,1,1,6,5,2,59,1,1,5,12
5503,0.502058738,0.497941262,2,1,1,4,6,1,70,1,2,1,17
5504,0.352969051,0.647030949,-2,1,1,4,6,1,23,2,3,3,42
5505,0.966093288,0.033906712,-2,1,-6,6,7,2,82,1,1,-6,5
5506,0.199011305,0.800988695,1,2,1,4,1,1,31,2,2,2,45
5507,0.087874064,0.912125936,1,1,1,2,1,2,23,1,2,4,53
5508,0.314330538,0.685669462,1,1,2,3,2,2,69,1,2,2,12
5509,0.16614841,0.83385159,1,5,2,4,3,1,59,1,2,4,17
5510,0.302026077,0.697973923,1,1,2,3,1,2,45,2,3,1,55
5511,0.740111664,0.259888336,-2,6,2,4,4,1,61,2,4,-9,47
5512,0.805772727,0.194227273,2,1,1,6,7,1,35,2,2,2,8
5513,0.079402692,0.920597308,1,1,1,4,3,1,49,2,1,3,25
5514,0.584111031,0.415888969,2,1,2,4,2,2,58,1,1,1,54
5515,0.345560711,0.654439289,1,1,-9,4,4,2,20,1,2,3,39
5516,0.911643359,0.088356641,2,1,1,6,5,2,69,1,1,1,12
5517,0.787037193,0.212962807,-2,1,2,4,5,2,71,1,2,1,20
5518,0.179858314,0.820141686,-2,1,2,6,2,2,33,2,4,5,27
5519,0.740552976,0.259447024,2,5,2,6,7,2,55,2,3,1,6
5520,0.453584806,0.546415194,1,1,1,3,3,1,60,1,1,3,29
5521,0.397023832,0.602976168,2,1,1,5,4,1,57,1,2,3,24
5522,0.477346273,0.522653727,2,1,2,5,6,2,57,2,3,1,42
5523,0.398861703,0.601138297,2,5,1,6,6,1,31,2,2,2,17
5524,0.353717778,0.646282222,1,5,2,5,1,1,34,2,3,2,48
5525,0.081648725,0.918351275,1,5,1,3,1,1,53,1,2,2,6
5526,0.400225164,0.599774836,2,1,2,2,7,1,54,1,2,3,17
5527,0.78418408,0.21581592,-2,1,2,5,7,2,78,2,2,2,1
5528,0.172759763,0.827240237,-2,2,1,4,1,1,52,2,3,2,12
5529,0.644551557,0.355448443,2,1,1,6,6,1,38,2,3,2,29
5530,0.353146453,0.646853547,1,1,2,4,2,2,59,1,3,1,27
5531,0.078849705,0.921150295,1,1,2,2,2,2,67,2,2,1,6
5532,0.471446297,0.528553703,2,1,2,5,4,2,54,2,3,2,4
5533,0.623861124,0.376138876,1,1,2,5,5,2,63,1,2,1,17
5534,0.689257054,0.310742946,-2,1,2,3,5,2,66,1,2,3,22
5535,0.366966998,0.633033002,-2,5,-7,4,4,2,47,2,4,-7,48
5536,0.09070781,0.90929219,1,1,1,1,1,2,76,1,1,3,17
5537,0.949711032,0.050288968,2,1,2,6,7,1,68,2,1,1,49
5538,0.240275302,0.759724698,-2,1,1,4,6,2,58,1,2,2,41
5539,0.664448503,0.335551497,-2,1,-7,4,4,1,28,1,3,-7,48
5540,0.300923552,0.699076448,-2,1,2,5,4,2,61,2,4,3,17
5541,0.613684602,0.386315398,-2,1,1,4,4,1,59,2,2,1,54
5542,0.066020146,0.933979854,1,1,1,1,1,2,29,2,2,4,55
5543,0.37295871,0.62704129,1,5,2,3,1,1,25,1,2,3,48
5544,0.218136774,0.781863226,-2,1,1,3,4,2,25,2,3,4,26
5545,0.851072273,0.148927727,-2,1,2,6,7,1,53,2,3,3,21
5546,0.037186039,0.962813961,-2,1,1,2,3,2,41,1,2,5,36
5547,0.267724343,0.732275657,1,5,2,4,2,2,25,1,4,1,36
5548,0.950024812,0.049975188,2,1,1,6,7,1,75,2,1,1,47
5549,0.692699393,0.307300607,-2,1,-6,-9,-2,-9,69,2,4,-6,51
5550,0.151556405,0.848443595,1,1,1,3,1,2,48,2,3,2,34
5551,0.209939904,0.790060096,1,2,2,4,2,1,76,1,3,1,6
5552,0.287201214,0.712798786,1,1,1,4,2,1,70,2,3,1,41
5553,0.791918992,0.208081008,2,1,-6,7,5,2,52,1,1,-6,26
5554,0.253113122,0.746886878,1,2,1,4,4,1,36,1,3,2,13
5555,0.05705162,0.94294838,1,2,1,3,1,1,60,1,1,3,11
5556,0.930725824,0.069274176,2,1,1,6,7,1,65,2,1,1,55
5557,0.428065413,0.571934587,2,1,1,4,4,1,55,1,1,3,39
5558,0.569309333,0.430690667,2,1,1,5,6,2,37,1,2,2,13
5559,0.59383243,0.40616757,-2,1,2,4,4,2,54,1,4,4,48
5561,0.195306357,0.804693643,1,2,2,1,3,1,59,2,3,3,13
5562,0.8001972,0.1998028,-2,1,2,-9,4,1,58,1,-9,-9,48
5563,0.862113702,0.137886298,2,1,1,6,7,2,50,1,1,3,39
5564,0.251098414,0.748901586,-2,1,-6,4,1,2,56,2,4,-6,18
5565,0.373308974,0.626691026,-2,1,1,5,5,1,29,1,3,4,6
5566,0.410530687,0.589469313,2,1,1,4,4,2,39,2,2,2,54
5567,0.224731941,0.775268059,-2,1,-6,4,4,1,36,2,4,-6,41
5568,0.080750086,0.919249914,1,1,1,2,1,1,64,2,2,3,25
5569,0.493903833,0.506096167,-2,1,2,4,4,1,31,2,4,2,1
5570,0.108804166,0.891195834,1,5,1,4,1,1,19,2,2,3,36
5571,0.415083688,0.584916312,1,1,1,4,4,1,60,2,1,3,20
5572,0.052170331,0.947829669,1,1,1,1,1,2,55,2,2,1,6
5573,0.351824919,0.648175081,1,1,2,2,1,2,28,2,3,3,21
5574,0.768989976,0.231010024,2,6,1,5,7,1,68,1,2,1,9
5575,0.654941719,0.345058281,5,1,2,4,4,1,53,1,2,4,28
5576,0.256258862,0.743741138,1,1,1,2,1,2,67,2,1,3,54
5577,0.288441605,0.711558395,2,1,2,4,6,1,56,1,2,2,34
5578,0.677371275,0.322628725,2,1,1,5,6,1,55,2,2,2,45
5579,0.335544832,0.664455168,1,2,1,7,1,1,59,2,2,2,45
5580,0.088779794,0.911220206,-2,1,1,2,3,1,41,1,2,1,9
5581,0.07822033,0.92177967,-2,1,-7,2,2,1,28,1,2,-7,53
5582,0.653110759,0.346889241,-2,1,2,4,6,1,65,1,2,1,51
5583,0.7750518,0.2249482,2,1,1,5,5,2,56,2,2,1,13
5584,0.12685653,0.87314347,1,5,1,3,1,1,48,1,1,1,6
5585,0.398428645,0.601571355,5,1,1,4,4,1,71,1,1,4,42
5586,0.828870526,0.171129474,2,1,2,7,7,1,34,2,3,1,53
5587,0.046312369,0.953687631,1,1,1,1,1,2,31,1,1,3,6
5588,0.589831882,0.410168118,-2,1,1,3,6,1,43,1,2,1,39
5589,0.130926864,0.869073136,1,1,1,3,1,1,27,2,2,2,53
5590,0.584232583,0.415767417,2,1,1,4,2,1,52,1,2,2,29
5591,0.481296761,0.518703239,2,1,1,5,6,1,43,2,3,3,37
5592,0.508710528,0.491289472,-2,1,2,4,4,2,50,1,4,2,47
5593,0.576701508,0.423298492,2,1,1,5,5,1,63,2,3,2,37
5594,0.524516546,0.475483454,1,1,2,5,1,1,37,2,2,1,1
5595,0.41514103,0.58485897,2,1,2,5,6,1,54,1,3,3,27
5596,0.604082258,0.395917742,5,1,1,4,4,1,24,1,3,4,47
5597,0.746408226,0.253591774,-2,1,2,5,2,1,52,1,4,1,48
5598,0.178662149,0.821337851,5,1,1,4,4,2,45,2,3,3,6
5599,0.939653282,0.060346718,2,1,1,7,7,2,70,1,1,1,42
5600,0.15325387,0.84674613,-2,5,-6,3,1,2,29,2,4,-6,19
5601,0.696038766,0.303961234,2,1,1,5,6,1,22,2,4,1,48
5602,0.353025488,0.646974512,-2,1,1,3,2,2,29,1,2,4,18
5603,0.182630815,0.817369185,1,2,1,4,1,1,54,2,2,3,18
5604,0.298902116,0.701097884,1,5,1,4,1,1,32,2,1,2,5
5605,0.039243153,0.960756847,1,2,2,1,1,2,30,2,-9,3,6
5606,0.251187578,0.748812422,1,1,1,5,2,2,43,1,1,1,6
5607,0.45853581,0.54146419,1,5,1,4,2,1,53,2,2,1,4
5608,0.175416308,0.824583692,1,1,1,4,4,1,38,2,2,2,24
5609,0.428206853,0.571793147,-2,1,1,6,4,2,55,1,3,3,25
5610,0.824738929,0.175261071,2,1,1,4,7,2,54,2,3,1,48
5611,0.282044918,0.717955082,-2,1,2,4,4,2,22,1,4,4,34
5612,0.19903088,0.80096912,1,1,2,2,2,2,25,1,3,2,37
