ID,Inc,Hisp,Age,WHITE,Gender
R_21tYZ3DCcBV7CGu,$50K to $75K,Not Hispanic,64,White,Female
R_3GwZ2Dm7tjQmd6H,$50K to $75K,Not Hispanic,18,White,Male
R_3dFUluzMd0EApbd,$50K to $75K,Not Hispanic,26,White,Female
R_21AGXOvRbU3Kyy7,Less than $15K,Not Hispanic,19,White,Male
R_1F5tz7aAOzepemM,$50K to $75K,Not Hispanic,59,White,Male
R_w4vrMMbNuoP7vbP,Less than $15K,Not Hispanic,18,White,Female
R_2w781fGZersAfNL,$75K to $100K,Not Hispanic,34,White,Male
R_1IT2rPSpFDdRMO8,$200K to $250K,Not Hispanic,37,White,Female
R_3w9DKVfVXxYsuIN,$25K to $50K,Not Hispanic,38,White,Female
R_2v2Cc9esyvMDWti,$25K to $50K,Not Hispanic,58,White,Female
R_1n0zAhhfh2REWCf,$15K to $25K,Not Hispanic,55,White,Male
R_22sMf5UxLDRaRdm,$75K to $100K,Not Hispanic,17,White,Female
R_yqLf3tPGJxNsHOV,$75K to $100K,Not Hispanic,35,White,Male
R_2zcqqMQqJcnSMD0,$75K to $100K,Not Hispanic,39,White,Female
R_BPLYBrJqG85xAkx,$75K to $100K,Not Hispanic,50,White,Female
R_1OwpmhDVcnQtBNf,$100K to $150K,Not Hispanic,21,White,Female
R_2dfEm6XMtrpsRJm,$50K to $75K,Not Hispanic,17,White,Female
R_XtsX3Y4CghHGo2R,$15K to $25K,Not Hispanic,48,White,Female
R_2313NfVuXXTkE9U,$50K to $75K,Not Hispanic,64,White,Female
R_ZsGPAQ1LPNKQWJz,$75K to $100K,Not Hispanic,30,Non-white,Female
R_2uQcxO0pvzDJoMt,$75K to $100K,Not Hispanic,34,White,Female
R_4JjNWhIDZqbWwed,$75K to $100K,Not Hispanic,22,White,Female
R_2dyzrav9lgSTetl,$50K to $75K,Not Hispanic,34,White,Male
R_2AEwNa7whpbJ2W5,$150K to $200K,Not Hispanic,59,White,Female
R_2xYuIE0FIEr58Yz,$75K to $100K,Hispanic,24,Non-white,Female
R_2wLBwlVaGPaYAZp,$75K to $100K,Not Hispanic,15,White,Female
R_tMQVJ2EQjKOo53z,$50K to $75K,Not Hispanic,18,White,Male
R_2D6MLa90NYYuIzh,$50K to $75K,Not Hispanic,26,White,Male
R_2Ehr6v2solU3gwk,$150K to $200K,Not Hispanic,31,White,Male
R_12Q0lIwK6kGufIm,$250K to $500K,Not Hispanic,17,Non-white,Female
R_2YxkjzKCYNoFiwD,$75K to $100K,Not Hispanic,40,White,Male
R_3iwKPHNzZ8QVTPj,$15K to $25K,Not Hispanic,57,White,Female
R_3h3LhZI6wBvx2BP,$200K to $250K,Not Hispanic,37,White,Female
R_1LGWMynTrs3JuW9,$75K to $100K,Not Hispanic,19,White,Male
R_1pyyyw70o1gDuAZ,$50K to $75K,Not Hispanic,35,White,Female
R_1OqrLAm0HVk0Tme,$75K to $100K,Not Hispanic,28,White,Male
R_54KGglH5nqe5Vbb,$25K to $50K,Not Hispanic,26,White,Male
R_2wKuGJrIIgAGFv8,$15K to $25K,Not Hispanic,50,White,Male
R_XjQPpEkASotizVT,$15K to $25K,Not Hispanic,43,Non-white,Male
R_1qW1Fnk627a6RB2,$75K to $100K,Not Hispanic,67,White,Male
R_025AkmyJDcINyAp,$15K to $25K,Not Hispanic,16,White,Female
R_211bk0RntWHoFBA,$100K to $150K,Not Hispanic,19,Non-white,Male
R_3dJJHETnGbm4Tna,$25K to $50K,Not Hispanic,24,White,Male
R_1r0kY7HLzRjVrcB,$100K to $150K,Not Hispanic,24,White,Female
R_2e3V1TBATO2RXhb,$50K to $75K,Not Hispanic,22,Non-white,Female
R_238DqvAOuUpajt3,$50K to $75K,Not Hispanic,25,White,Female
R_3KC5rzoZFwtwxn4,$75K to $100K,Not Hispanic,58,White,Female
R_3fvEfyAeItL92SQ,$100K to $150K,Not Hispanic,48,White,Female
R_2CUipW5JPIDkVgR,$75K to $100K,Not Hispanic,20,White,Male
R_3p5tBUFkOVsitO6,$75K to $100K,Not Hispanic,46,Non-white,Female
R_11bUZGa8VyjcR7a,$50K to $75K,Not Hispanic,20,White,Female
R_1QzLDD83c1haNSd,Less than $15K,Not Hispanic,26,White,Male
R_7PXAYZ54E98IWe5,$50K to $75K,Not Hispanic,34,White,Female
R_2PApSiRiJKUrXwN,$75K to $100K,Not Hispanic,48,White,Female
R_2OUf8GfyvhtVaYg,$75K to $100K,Not Hispanic,20,White,Male
R_1owliOuKnNnAP5I,$50K to $75K,Not Hispanic,40,White,Female
R_2PuKvw47qPsAWrO,$75K to $100K,Not Hispanic,42,Non-white,Female
R_2zkjtuXJWCHoLJy,$75K to $100K,Not Hispanic,32,White,Male
R_2zCpIeEwIadrE2V,$150K to $200K,Not Hispanic,46,White,Female
R_27vZ7qjMyNAbP1e,Less than $15K,Not Hispanic,38,White,Female
R_1P7RtezYB75J1S8,Less than $15K,Not Hispanic,17,White,Female
R_QibhI5J5OUCzHm9,$75K to $100K,Not Hispanic,19,Non-white,Female
R_3dThLTLIpohsCf8,Less than $15K,,52,White,Female
R_1LOwrhrzvNzL9eW,Less than $15K,Not Hispanic,,White,Female
R_080EZUbpj196Q49,$50K to $75K,Not Hispanic,41,White,Male
R_1NsIWAExgPsQg0X,$50K to $75K,Not Hispanic,25,Non-white,Female
R_2aykOJDlVjo1e2e,$50K to $75K,Not Hispanic,46,White,Male
R_bpdOcTRWNdnkI4V,$25K to $50K,Not Hispanic,27,White,Male
R_5tCmA2W1eofvdlf,$15K to $25K,Not Hispanic,32,Non-white,Female
R_2zuvIZxuu0cSoZl,$100K to $150K,Not Hispanic,32,White,Female
R_3CNRk6cO14IIW6S,$100K to $150K,Not Hispanic,24,Non-white,Male
R_3RryCGUhqzx6HsG,$75K to $100K,Not Hispanic,27,White,Female
R_3JlujXwG2knJfPc,$75K to $100K,Not Hispanic,19,White,Female
R_1mwQsCHkO7obto1,$25K to $50K,,16,White,Male
R_2rTlP2JrAxZfjuN,$25K to $50K,Not Hispanic,20,White,Female
R_2TNvXNb64bm2o0F,$50K to $75K,Not Hispanic,19,White,Female
R_OHcX7jweiHpkWm5,-8,Not Hispanic,43,Non-white,Female
R_0IAikYTUb6yFtsZ,$50K to $75K,Not Hispanic,27,White,Female
R_27vv9bqeGFXABQY,$50K to $75K,Not Hispanic,22,White,Female
R_1Aqzaz5WTVZbMD7,$50K to $75K,Not Hispanic,55,White,Female
R_3mkpDxWhHo7SkXF,$200K to $250K,Not Hispanic,22,White,Female
R_21uJURdz9zfKeiS,-8,Not Hispanic,15,White,Female
R_3CJh0LJ9UO0WzB2,$50K to $75K,Not Hispanic,24,White,Female
R_10ufbjHp6hervcJ,$100K to $150K,Not Hispanic,25,White,Male
R_2SDGtmR9rO1JhMe,$15K to $25K,Not Hispanic,56,Non-white,Female
R_33C3oytWY0cUCr4,$200K to $250K,Hispanic,14,White,Female
R_2o7Pn0YObORvbKF,$15K to $25K,Not Hispanic,26,White,Female
R_2wB4QMMAxbSmgU8,Less than $15K,Hispanic,18,,Female
R_3ekpROlbWQaUvB1,$15K to $25K,Not Hispanic,39,White,Female
R_3ReYnx69IgEzPIJ,$75K to $100K,Not Hispanic,49,White,Male
R_331oACwvBdZqzxp,$15K to $25K,Not Hispanic,63,White,Female
R_33xtAubZsYFktas,$75K to $100K,Not Hispanic,23,White,Female
R_2aLBqpspHsYk5c0,$50K to $75K,Not Hispanic,24,White,Female
R_2rGFSnA0v1Woo0k,$150K to $200K,Not Hispanic,38,White,Male
R_ZKmakNi5mofARfb,$25K to $50K,Not Hispanic,72,White,Female
R_Rqw5RqQug94RTwZ,$75K to $100K,Not Hispanic,28,White,Female
R_psIPtwqmLWQ3P7H,$25K to $50K,Not Hispanic,36,White,Male
R_2QytgtOwRJ8SNCh,$75K to $100K,Not Hispanic,30,White,Male
R_2Vgvfa1V9LOaxcP,$50K to $75K,Not Hispanic,20,White,Male
R_3O2NjO0yXfdV1o7,$100K to $150K,Not Hispanic,32,White,Female
R_1ffMCJvcxBVGYZc,$100K to $150K,Not Hispanic,12,Non-white,Female
R_1f7U7wQNYNcMMfb,$15K to $25K,Not Hispanic,58,White,Male
R_3Jw5sh6xvcjAGWu,$150K to $200K,Not Hispanic,44,White,Female
R_1n75DJ0EhkBWNHz,Less than $15K,Not Hispanic,18,White,Female
R_273tHH2nt3uBFw5,$50K to $75K,Hispanic,25,White,Male
R_2DN5FiAaY1E70uB,Less than $15K,Not Hispanic,51,White,Female
R_32J9RjoPVcsIySs,$75K to $100K,Hispanic,24,Non-white,Male
R_30oXHzgWQtzox1V,$15K to $25K,Not Hispanic,37,White,Female
R_2U5z3e1IxQ7OCvO,$150K to $200K,Not Hispanic,40,Non-white,Female
R_vAGvRzRFRK2hQVr,$75K to $100K,Not Hispanic,31,Non-white,Female
R_pJz30AbqTtyFxMR,$50K to $75K,Not Hispanic,22,White,Male
R_OC2wGC90fdMo0Vz,$25K to $50K,Not Hispanic,54,White,Female
R_2qmTT7qfPyZf518,$50K to $75K,Not Hispanic,20,White,Female
R_p618A6fogLbgOKl,$50K to $75K,Not Hispanic,39,White,Male
R_2VR4W3fkR6Ok2XL,$15K to $25K,Not Hispanic,42,Non-white,Female
R_2tKlTLNEVtllKuA,$15K to $25K,Not Hispanic,12,White,Male
R_2BA4FoZiORxNFVa,$50K to $75K,Not Hispanic,39,White,Male
R_2AZSnKXd0E0fXIm,$150K to $200K,Not Hispanic,19,White,Female
R_3KJjHmfH1OixvcG,$75K to $100K,Not Hispanic,37,White,Female
R_22squZZpgKT9zAI,$75K to $100K,Not Hispanic,31,White,Female
R_1o6Yh4sRz2CR9VW,Prefer not to answer,Not Hispanic,45,Non-white,Female
R_1i98PXJp5tjWNGp,$75K to $100K,Not Hispanic,31,White,Male
R_1hS7AAS10OyO5fI,$50K to $75K,Not Hispanic,28,White,Male
R_2vjC4SNGIbvbLco,$150K to $200K,Not Hispanic,27,Non-white,Female
R_Zk3EPinVwxpPTWh,$50K to $75K,Not Hispanic,29,White,Male
R_bCKIOengzo7bGbD,Less than $15K,Not Hispanic,18,White,Male
R_3rHSsxYgpVu8Lzv,$75K to $100K,Not Hispanic,59,White,Female
R_1F2kXNBuxI0y2JR,Prefer not to answer,Not Hispanic,28,White,Female
R_2zvjjtUN2DZnlbh,$200K to $250K,Not Hispanic,35,White,Male
R_3houlG9hdhkKGZm,$75K to $100K,Not Hispanic,35,White,Female
R_r0Adip4y17jrauJ,$75K to $100K,Not Hispanic,54,White,Male
R_pE3xYJKGwHyi5JD,$50K to $75K,Not Hispanic,18,White,Male
R_e2RVDSJ8TAW18qx,$15K to $25K,Hispanic,19,Non-white,Female
R_2wQWiN1c1OEAMHw,$100K to $150K,Not Hispanic,42,White,Female
R_3GdNRLYWM23Dl29,$150K to $200K,Not Hispanic,24,White,Female
R_12rGILZJRaNzgJ4,-8,Not Hispanic,22,White,Female
R_NW8K3hIWkOa05wt,$25K to $50K,Not Hispanic,54,White,Female
R_2AGYnHX2p9pOl1O,$75K to $100K,Not Hispanic,15,White,Male
R_2Pj9LnPFvFYXTlY,$50K to $75K,Not Hispanic,30,White,Female
R_3nrt27Kk2zTCDap,$15K to $25K,Not Hispanic,21,White,Male
R_1jxp0UgoH32S8qs,$50K to $75K,Not Hispanic,33,White,Male
R_1LwjODZGlTX53bB,$50K to $75K,Not Hispanic,74,White,Female
R_2EtuQ2kL5pakZrW,$25K to $50K,Not Hispanic,40,White,Female
R_3gSj6TOfJqYZAA2,$75K to $100K,Not Hispanic,15,White,Female
R_3JtkJkGX8jPEN4V,$15K to $25K,Not Hispanic,30,White,Female
R_4GXBZIrQGNpVnoh,Less than $15K,Not Hispanic,53,White,Female
R_3DjvmO36vAakGpn,$100K to $150K,Not Hispanic,23,White,Female
R_2SiDLxpu3C8fynS,$75K to $100K,Not Hispanic,21,White,Male
R_yKfCVlTIrNgeLux,$50K to $75K,Not Hispanic,30,White,Male
R_1mKtzeMrhHpluaQ,$15K to $25K,Not Hispanic,19,White,Female
R_2AR63LFGyhf3XqO,$75K to $100K,Not Hispanic,52,Non-white,Male
R_1lbrLmv1KLFjIy9,$50K to $75K,Not Hispanic,37,White,Male
R_21yTPsAyjMpPJvM,$100K to $150K,Not Hispanic,33,White,Female
R_1FfHJTjhqv05Y10,$150K to $200K,Not Hispanic,27,White,Male
R_9Qzq8rW9GEYpYL7,$100K to $150K,Not Hispanic,27,White,Male
R_3ldMyGewOoYe1Lr,$100K to $150K,Not Hispanic,49,White,Female
R_1EZrqEyjXQrHMDC,$100K to $150K,Not Hispanic,31,White,Female
R_u9OBFPoPZ0YLXGN,$25K to $50K,Not Hispanic,20,White,Female
R_Rnuhtk2WlJ0LhN7,$25K to $50K,Not Hispanic,49,White,Male
R_3E9XXMMwzPxQHyY,$75K to $100K,Not Hispanic,52,White,Female
R_eEYlbSZBBUdjOY9,$75K to $100K,Not Hispanic,49,White,Female
R_3lyv7EphwGLeqxW,$25K to $50K,Not Hispanic,33,White,Female
R_rpQ2WBEbQj5Paq5,$50K to $75K,Not Hispanic,26,White,Female
R_3Orjj4VkmQLnKi3,$150K to $200K,Not Hispanic,37,Non-white,Male
R_3mm0xhRKXi0A5NL,$75K to $100K,Not Hispanic,29,White,Male
R_2OGx3xFza8QUR23,$150K to $200K,Hispanic,26,White,Male
R_3mavRQC4IKfSALf,$50K to $75K,Not Hispanic,26,White,Male
R_2Cy6TEwU3wRSI99,$100K to $150K,Not Hispanic,45,White,Male
R_zVETPi8GbwkIA4F,$15K to $25K,Not Hispanic,55,White,Female
R_1GUM5XEUe7Cbxld,$75K to $100K,Not Hispanic,48,White,Female
R_3lDEDEdnErDHzg6,$100K to $150K,Not Hispanic,32,White,Male
R_2cnCvapjrYmdOdJ,$150K to $200K,Hispanic,41,White,Male
R_1NldrwRxF4Dh2f1,$200K to $250K,Not Hispanic,17,Non-white,Female
R_2tgLR842AdFxFk4,$100K to $150K,Not Hispanic,26,Non-white,Male
R_3M3j9BsFXiz2Yzw,Less than $15K,Not Hispanic,52,White,Male
R_ROXF458NBzOuW7D,$100K to $150K,Not Hispanic,24,White,Male
R_ehw2b3YyxvRcM9j,$100K to $150K,Not Hispanic,45,White,Female
R_12gxPve0HVOuaic,$250K to $500K,Not Hispanic,14,White,Male
R_cIr12td65A4Xb8d,$50K to $75K,Not Hispanic,34,White,Male
R_6olAj58sgWckY6d,$150K to $200K,Not Hispanic,28,White,Female
R_3lJRGwvKjsBLyNs,$150K to $200K,Not Hispanic,25,White,Female
R_2Vfkbm1WoSAMpAi,$75K to $100K,Not Hispanic,45,Non-white,Female
R_3LjRyY6OR6tye0G,$50K to $75K,Not Hispanic,22,White,Male
R_WpWEdIqiQM3sPpD,$75K to $100K,,23,White,Male
R_vAcEf7pCtqgBvcl,$150K to $200K,Not Hispanic,54,White,Female
R_20NbpDT2l0UW0o3,Less than $15K,Not Hispanic,25,White,Male
R_ywQLIyyMaDAMxLb,$75K to $100K,Not Hispanic,69,White,Female
R_3J90xLJKBwqYABs,$15K to $25K,Not Hispanic,25,White,Female
R_ZksuWZreAO9h2TL,$25K to $50K,Not Hispanic,24,White,Female
R_3FOIbd8mJ5OK8o7,,,,,
R_1H1x4ZQD1EeR6lx,,,,,
R_1gnghZpUuqv5V3c,,,,,
R_1N4wFFvdvMaDJUO,,,,,
R_3dZfjwu8Ih8PGBY,,,,,
R_3DoIVk1CLQRFM2T,,,,,
R_1omTNo2GAdjGu9v,,,,,
R_C8OVC9LkjJMDOvv,,,,,
R_27NIXtx4UPwJ2PF,,,,,
R_2QAKZ3EaYXSYJF9,,,,,
R_urHf5IGDBtXmGLD,,,,,
R_2U3jVelzfhPooWy,,,,,
R_bKrNax08CFaShVj,-8,Not Hispanic,24,White,Male
R_2XaEoirFSX4bUNq,,,,,
R_2AXbkgwJqHbgwMS,,,,,
R_2PofnsCWRHWsCPN,,,,,
R_1hEWmV3joLyVh9D,$15K to $25K,Not Hispanic,46,White,Female
R_06NLAnzOAsBibkd,$15K to $25K,Not Hispanic,52,White,Male
R_2TZBPPky3wLC7x8,$100K to $150K,Not Hispanic,14,White,Female
R_3dStmGpZ25myn7K,,,,,
R_WDtgA17SXzGGDFn,,,,,
R_6Mzzn9epHMW0hlX,$75K to $100K,Not Hispanic,51,White,Male
R_1iqRyz21c2cwU4R,,,,,
R_ZDdGFIC3VACJGH7,,,,,
R_1rqwNCCUnwEySLM,,,,,
R_2rHrJG3asUykvk8,,,,,
R_1gTlFhiUtOoHVt3,$25K to $50K,Not Hispanic,62,White,Female
R_3LZuW7H6tep6rIO,$100K to $150K,Not Hispanic,33,Non-white,Female
R_3JwNTF1lIhnGXtv,$100K to $150K,Not Hispanic,43,White,Male
R_3efMNAcZ8mlyMPk,$50K to $75K,Not Hispanic,19,White,Female
R_3F34ipkMfiLB18Z,$15K to $25K,Not Hispanic,24,White,Other
R_2uCb4IKuG4LFltb,,,,,
R_1qa1IDk6cvCPAsE,$50K to $75K,Not Hispanic,18,White,Male
R_a3tPPgFRtZ75ued,$150K to $200K,Not Hispanic,37,White,Male
R_3XlTJjavYkJhbfX,,,,,
R_suK8CPUwfP6PF29,$50K to $75K,Not Hispanic,57,White,Female
R_3EZn8xMHkPacEmB,,,,,
R_27qTOFIG8syBAM2,$150K to $200K,Not Hispanic,17,Non-white,Female
R_AdGyiYfKQz7DvB7,$50K to $75K,Hispanic,56,White,Male
R_1jv0a0I3WhbT5jZ,$75K to $100K,Not Hispanic,29,White,Male
R_Z3oolDt7uWigKxX,$25K to $50K,Not Hispanic,17,White,Female
R_1q8uU8OJRoNiDao,$150K to $200K,Not Hispanic,40,Non-white,Male
R_2BfXrgDdRQYSsJt,$15K to $25K,Not Hispanic,30,White,Female
R_2b45ra6Ou3g2xZv,$100K to $150K,Not Hispanic,17,White,Female
R_Drfpf4xzkBTBT1f,$100K to $150K,Hispanic,27,Non-white,Female
R_2R9fKAl1049ctXM,$150K to $200K,Not Hispanic,39,White,Female
R_1hz07QjMK2zwqAi,$50K to $75K,Not Hispanic,29,White,Male
R_25MaPy2DivP6YV6,$150K to $200K,Not Hispanic,58,White,Female
R_5dQ0LqXu9MqH07n,Less than $15K,Not Hispanic,36,Non-white,Female
R_3yHyiO9uurDwhPz,$25K to $50K,Not Hispanic,34,White,Female
R_3O1Fqngwx9FAkV4,$150K to $200K,Not Hispanic,20,White,Male
R_2tGnX99iOHvYYmS,$250K to $500K,Not Hispanic,31,White,Male
R_3gL2lTBUM2Wcxys,$50K to $75K,Not Hispanic,28,White,Female
R_3j6CWMlPu2BStnr,$15K to $25K,Not Hispanic,60,White,Female
R_20NiVuOODcC3bKs,$25K to $50K,Hispanic,23,Non-white,Female
R_3oBEWVR7rm5msmx,$150K to $200K,Not Hispanic,56,White,Female
R_1IKSxpMpjmx7Ia5,Less than $15K,Not Hispanic,19,Non-white,Female
R_1nZ9cAZd4VAIgNr,$15K to $25K,Not Hispanic,21,White,Female
R_DUzIO0EpW1SWfQd,$150K to $200K,Not Hispanic,16,White,Female
R_2wMjSK8UE7YRoYm,$25K to $50K,Not Hispanic,21,White,Female
R_sqkeDPq2xnA5rPj,Less than $15K,Not Hispanic,34,White,Female
R_3prIPLimBdMS06l,$75K to $100K,Not Hispanic,17,White,Female
R_2Byx8SjSlbQkgJl,$75K to $100K,Not Hispanic,59,White,Female
R_1Qu3zJC9Toaq2Uz,$50K to $75K,Not Hispanic,27,White,Female
R_3RggNOUF6Lc30wG,$15K to $25K,Not Hispanic,29,Non-white,Female
R_3oY15nybx8HUjc0,Less than $15K,Not Hispanic,13,Non-white,Female
R_3HOfz0PDtkaq57e,$75K to $100K,Not Hispanic,22,White,Female
R_2roTjtMqw57GnRW,$25K to $50K,Not Hispanic,39,White,Female
R_Zh6w7V7b89QAQx3,$50K to $75K,Not Hispanic,24,Non-white,Male
R_08IO9j0Spc7xdVD,$100K to $150K,Not Hispanic,35,White,Male
R_yqkCJkIb5w8g8Lf,Less than $15K,Not Hispanic,51,White,Female
R_2uVBwIFuGGEJDNy,$50K to $75K,Not Hispanic,19,White,Female
R_9S25co9PKNj4WqJ,$25K to $50K,Not Hispanic,23,White,Female
R_12Fr9Tw4wX6gxPi,$15K to $25K,Not Hispanic,50,White,Female
R_32PetObo8Kh5UGb,$150K to $200K,Not Hispanic,47,White,Female
R_3nj9IvakL5iM9rj,$100K to $150K,Not Hispanic,51,White,Male
R_1Lhe7rEg2SfzWHQ,Less than $15K,Not Hispanic,41,Non-white,Male
R_6zIQGRWc1yAh81X,$50K to $75K,Not Hispanic,21,White,Female
R_3m9TU2vp9pJU3K4,$50K to $75K,Not Hispanic,19,White,Female
R_bjUPtzAYhaNLeet,$150K to $200K,Not Hispanic,27,White,Male
R_a99chNT9mcEJL45,$50K to $75K,Not Hispanic,21,White,Male
R_3PhPPsq2ICOQ4G9,$150K to $200K,Not Hispanic,22,White,Male
R_22RksUbMfASiI6A,$50K to $75K,Not Hispanic,17,White,Male
R_2wo6gamiojcK3ig,$75K to $100K,Not Hispanic,58,White,Female
R_2c2FMQdtg22R9ag,$250K to $500K,Hispanic,17,White,Male
R_2rZx7GP3pK9DTY7,$75K to $100K,Not Hispanic,25,White,Male
R_30hFNCJtkDDgR1N,$25K to $50K,Not Hispanic,36,Non-white,Male
R_bxZX4B1mbHGK937,$100K to $150K,Hispanic,42,Non-white,Female
R_vcodnQWq3KWEUgN,$75K to $100K,Not Hispanic,22,White,Male
R_2zLMMZp5L7KvFhR,$200K to $250K,,37,White,Female
R_WqfH3FVo7Du0Yj7,-8,Not Hispanic,32,White,Female
R_24CPA2lswOap0k0,$15K to $25K,Not Hispanic,48,White,Male
R_wZQzkawpc5JNiIV,$150K to $200K,Not Hispanic,40,White,Male
R_RmcW4L89G9WphdL,$25K to $50K,Not Hispanic,27,White,Male
R_smVLx074O2vwWWJ,$15K to $25K,Hispanic,29,Non-white,Female
R_3plNkuoFj2KZOfv,$25K to $50K,Not Hispanic,22,White,Female
R_3EbdmzsNZP9GQGD,$50K to $75K,Hispanic,16,Non-white,Female
R_1OC4EHU3qxqNaLE,$75K to $100K,Not Hispanic,33,White,Male
R_3Gj3jh0fzaNgaC0,$75K to $100K,Not Hispanic,19,White,Female
R_1GZZosAs1ZqonAD,$75K to $100K,Not Hispanic,22,White,Female
R_325x0dLJgutzBPH,$15K to $25K,Not Hispanic,22,White,Male
R_2Qo1iTaI7DZ933W,$15K to $25K,Not Hispanic,36,White,Male
R_tLitFxdMPrIOIcF,$200K to $250K,Not Hispanic,51,White,Female
R_3Q0pAOgJlRSK2KZ,$15K to $25K,Not Hispanic,51,Non-white,Female
R_3HXIwVW32zND7Eb,$75K to $100K,Not Hispanic,49,White,Female
R_2uV9wL3AHvfdYN9,$75K to $100K,Not Hispanic,20,White,Female
R_325vg35zOnBX88r,Less than $15K,Not Hispanic,54,White,Male
R_p5yY6Jt6IFq0Qcp,$15K to $25K,Not Hispanic,19,White,Male
R_1pSCJmucDqb1VFQ,$75K to $100K,Not Hispanic,19,White,Male
R_D7RQwYPEczU0vQt,$25K to $50K,Not Hispanic,25,White,Female
R_ePyhL0M93WuxlcZ,$75K to $100K,Hispanic,14,Non-white,Male
R_1mlWkMvAq66p7ks,$100K to $150K,Not Hispanic,21,Non-white,Male
R_Z2ny5IwhxzFNByp,-8,Not Hispanic,14,White,Female
R_1hEaugbeXsUC6xl,$15K to $25K,Not Hispanic,29,White,Female
R_1IyEpJl8AdtRBA8,$25K to $50K,,24,White,Female
R_290J7ZU9GxPZ6fr,$50K to $75K,Not Hispanic,42,White,Female
R_sgRi2RmmECpeWcx,$100K to $150K,Not Hispanic,42,White,Female
R_sKUHpkD874jTrBT,$25K to $50K,Not Hispanic,54,White,Female
R_2rBZGgyFidPBTuX,$50K to $75K,Not Hispanic,38,White,Female
R_30bE3A0oKkxGcFv,$75K to $100K,,,White,Male
R_3CCppx8zVHqHlvs,$75K to $100K,Not Hispanic,20,White,Male
R_UGYlLA9QyE52FZD,Prefer not to answer,Not Hispanic,21,Non-white,Female
R_3MJZmtSZKGF4Ogs,$150K to $200K,Not Hispanic,25,White,Female
R_1E0S8X5ROIZVdqm,$15K to $25K,Not Hispanic,20,Non-white,Female
R_3fE1ZBGna9xlo3D,$100K to $150K,Hispanic,24,Non-white,Male
R_1ifZAryPMyWM88h,$15K to $25K,Not Hispanic,23,Non-white,Male
R_ReoQ3cQROE61xLj,$100K to $150K,Not Hispanic,34,White,Male
R_9GpPSRFlimGXCzT,$75K to $100K,Not Hispanic,36,White,Male
R_29tqBPP4VQsDIgs,$15K to $25K,Not Hispanic,47,White,Female
R_RIWF9qQsWtP6KrL,$75K to $100K,Not Hispanic,62,White,Male
R_12DoOR1oXVWxhKz,$75K to $100K,Hispanic,21,White,Female
R_3PKMwM4T8wh4Tbn,$150K to $200K,Not Hispanic,14,White,Male
R_1cUE8kabjU0XZgs,Less than $15K,Not Hispanic,26,White,Female
R_3oTLwbtKOc9me79,$75K to $100K,Not Hispanic,20,Non-white,Male
R_9S7BgahPVmNqJmJ,$15K to $25K,Not Hispanic,39,White,Male
R_6oraPyJRYaNHKnf,Less than $15K,Not Hispanic,14,Non-white,Female
R_1gCj9wLRdOVAULt,$50K to $75K,Not Hispanic,41,White,Female
R_ebNFkHbASs9IRu9,$100K to $150K,Not Hispanic,31,White,Female
R_1eF9jLDryAj7hPw,Less than $15K,Hispanic,20,Non-white,Male
R_1mmdQYRuj2imMmy,$100K to $150K,Hispanic,12,White,Female
R_uaaVH7rp3NShOLL,$75K to $100K,Hispanic,33,White,Male
R_3EQNGXXJNmlfd8G,$75K to $100K,Not Hispanic,23,White,Female
R_3fpJ84aWkU15tCP,$100K to $150K,Not Hispanic,35,White,Male
R_a05BkAUxDaJZ1Pb,$100K to $150K,Hispanic,27,White,Male
R_3FJMJI9Z4zv7rNB,$75K to $100K,Not Hispanic,13,White,Female
R_2wz7KVi6qCgg4VW,$75K to $100K,Not Hispanic,28,White,Female
R_2wM26MIZDA8SsSy,$25K to $50K,Not Hispanic,27,Non-white,Female
R_3PRAZ7QP43PfRyJ,$25K to $50K,Not Hispanic,21,White,Female
R_3MxngsKdRpau1OO,$25K to $50K,Not Hispanic,46,White,Female
R_2wBUiWYPl8Wv7to,Less than $15K,Not Hispanic,16,White,Male
R_3EtZgRhypruYweM,Less than $15K,Not Hispanic,16,Non-white,Female
R_2cvhyJXq5wCXmLf,$15K to $25K,Not Hispanic,40,White,Male
R_0N6E1DCMcBHP0IN,$75K to $100K,Not Hispanic,36,Non-white,Female
R_1oIwwaLGx3PYHvi,Less than $15K,Not Hispanic,24,White,Female
R_2WAvuf3yqGTtIVi,$75K to $100K,Hispanic,15,White,Female
R_2WYHw92bQEPqad0,$25K to $50K,Not Hispanic,46,Non-white,Male
R_zYmYxIBEOwZCnwl,$50K to $75K,Not Hispanic,29,White,Male
R_214XgQZHnF734TH,$100K to $150K,Not Hispanic,16,White,Male
R_UGVuuzUFU5huFb3,Less than $15K,Not Hispanic,23,White,Male
R_T1L0VFH0nU2eVoJ,$25K to $50K,,24,White,Male
R_31EtmJhPJerOLXg,Less than $15K,Not Hispanic,47,White,Female
R_27djwVIcTKAqNVj,$25K to $50K,Not Hispanic,20,Non-white,Male
R_1IAzXDJQL6snOaI,$75K to $100K,Not Hispanic,24,White,Male
R_3prqAAuaHHK8Vu6,$75K to $100K,Not Hispanic,41,White,Female
R_6nDYc5gNlOBvOsd,$15K to $25K,Not Hispanic,31,White,Female
R_10Ujvve6AGAtKbE,$50K to $75K,Not Hispanic,19,Non-white,Male
R_1DTLZ9zl57CQ4gq,$100K to $150K,Not Hispanic,25,Non-white,Male
