ID,Inc,Hisp,Ideo,Age,HD1,HD2,HD3,HD4,HR1,HR2,HR3,HR4,PID7,PID3_p,WHITE,HDans,HRans,Gender,GenR,GenD,dkR,dkD
R_1jDPvIjDHdeUfwn,$200K to $250K,Not Hispanic,Slightly conservative,16,liberal,open,younger,accepting,conservative,older,white,rich,Lean R,Republicans,Non-white,4,4,Male,conservative|older|white|rich,liberal|open|younger|accepting,0,0
R_2QmwANq8G3IssuU,$250K to $500K,Not Hispanic,Moderate/Haven't thought about it,16,liberal,general welfare,young,donkey,conservative,elephant,taxation,old,Weak D,Democrat,Non-white,4,4,Male,conservative|elephant|taxation|old,liberal|general welfare|young|donkey,0,0
R_a61InFutuTT5Qtj,,,,,democracy,obama,clinton,government,stupid,fundamentalist,white,male,,,,4,4,,stupid|fundamentalist|white|male,democracy|obama|clinton|government,0,0
R_31nHw5ms6Kcvmaw,$250K to $500K,Not Hispanic,Slightly conservative,13,liberal,young,diverse,low income,conservative,white,southern,racist,Lean R,Republicans,Non-white,4,4,Female,conservative|white|southern|racist,liberal|young|diverse|low income,0,0
R_2sYne4j4VpF27o1,$250K to $500K,Not Hispanic,Extremely Liberal,13,liberal,young,diverse,open,conservative,old,economical,religious,Strong D,Democrat,Non-white,4,4,Male,conservative|old|economical|religious,liberal|young|diverse|open,0,0
R_2zZ8hDtxWH1mEBc,$250K to $500K,Hispanic,Liberal,13,liberal,progressive,fair,open-minded,rich,conservative,snarky,stubborn,Strong D,Democrat,White,4,4,Male,rich|conservative|snarky|stubborn,liberal|progressive|fair|open-minded,0,0
R_1pybenwpBT92k0j,$250K to $500K,Not Hispanic,Liberal,14,liberal,left wing,multiracial,younger,conservative,right wing,older,white,Weak D,Democrat,Non-white,4,4,Female,conservative|right wing|older|white,liberal|left wing|multiracial|younger,0,0
R_2ckMtg8e8Zsvi1x,Prefer not to answer,Not Hispanic,Slightly conservative,14,liberal,sjw,donkey,blue,conservative,traditional,red,elephant,Weak R,Republicans,Non-white,4,4,Male,conservative|traditional|red|elephant,liberal|sjw|donkey|blue,0,0
R_30odWXuRgm3NJqW,$250K to $500K,Not Hispanic,Slightly liberal,13,liberal,working,black,humanitarian,conservative,white,old,rich,Ind,Independent (excludes leaners),Non-white,4,4,Male,conservative|white|old|rich,liberal|working|black|humanitarian,0,0
R_pRxzG2K4hSgOAfL,$100K to $150K,Not Hispanic,Slightly conservative,15,liberal,diverse,socialist,middle class,conservative,wealthy,white,capitalist,Lean R,Republicans,White,4,4,Female,conservative|wealthy|white|capitalist,liberal|diverse|socialist|middle class,0,0
R_1DS8xvyPmROpzcv,$100K to $150K,Not Hispanic,Liberal,33,liberal,blue collar,minorities,youth,white,conservative,religious,narrow minded,Strong D,Democrat,Non-white,4,4,Female,white|conservative|religious|narrow minded,liberal|blue collar|minorities|youth,0,0
R_2fJMNkWD2jtpTch,$200K to $250K,Not Hispanic,Slightly liberal,13,liberal,open-minded,radical,change centric,conservative,judgmental,status quo,religious,Weak D,Democrat,White,4,4,Female,conservative|judgmental|status quo|religious,liberal|open-minded|radical|change centric,0,0
R_1DHWKovJ8ilFdM2,Prefer not to answer,Not Hispanic,Slightly liberal,16,liberal,fanatical,helpful,cognizant,unthinking,indoctrinated,stubborn,selfish,Strong D,Democrat,White,4,4,Female,unthinking|indoctrinated|stubborn|selfish,liberal|fanatical|helpful|cognizant,0,0
R_XmRVXupuNt4ftmx,$150K to $200K,Hispanic,Liberal,13,trustworthy,compassionate,liberal,intelligent,uneducated,backward,traditional,close-minded,Strong D,Democrat,White,4,4,Male,uneducated|backward|traditional|close-minded,trustworthy|compassionate|liberal|intelligent,0,0
R_1mqkWslAJNpGdgG,Prefer not to answer,Not Hispanic,Liberal,14,liberal,generous,diverse,young,conservative,old,outdated,rigid,Strong D,Democrat,White,4,4,Female,conservative|old|outdated|rigid,liberal|generous|diverse|young,0,0
R_UWJfSlbC9ZzAjm1,Prefer not to answer,Not Hispanic,Slightly conservative,15,urban,liberal,college educated,"east coast, west coast, or northern",southern,rural,white,working,Ind,Independent (excludes leaners),Non-white,4,4,Male,southern|rural|white|working,"urban|liberal|college educated|east coast, west coast, or northern",0,0
R_2SxIa3Frvo6OjCH,$15K to $25K,Not Hispanic,Slightly liberal,13,liberal,middle class,freedom,melting pot,redneck,wealthy,conservative,anti choice,Weak D,Democrat,Non-white,4,4,Female,redneck|wealthy|conservative|anti choice,liberal|middle class|freedom|melting pot,0,0
R_D8CHi7yNBRgnHpL,$75K to $100K,Hispanic,Extremely Liberal,13,liberal,minority,urban,poor,conservative,white,uneducated,angry,Lean D,Democrat,White,4,4,Male,conservative|white|uneducated|angry,liberal|minority|urban|poor,0,0
R_Q68nj5aArGzoPDz,$250K to $500K,Not Hispanic,Slightly conservative,15,young,idealistic,dreamers,liberal,white,conservative,rich,stubborn,Lean R,Republicans,White,4,4,Male,white|conservative|rich|stubborn,young|idealistic|dreamers|liberal,0,0
R_2uJWLkxQQkQIlt5,$100K to $150K,Not Hispanic,Slightly liberal,13,intelligent,diplomatic,submissive,peaceful,conservative,unintelligent,religious,aggressive,Weak D,Democrat,White,4,4,Male,conservative|unintelligent|religious|aggressive,intelligent|diplomatic|submissive|peaceful,0,0
R_10q42vNHveKt3TL,$75K to $100K,,Liberal,14,female,black,young,liberal,white,rich,christian,male,Lean D,Democrat,Non-white,4,4,Female,white|rich|christian|male,female|black|young|liberal,0,0
R_2aRKwvC4caMOrxs,Prefer not to answer,Not Hispanic,Moderate/Haven't thought about it,13,happy,liberal,powerful,strong,conservative`,strong,large,angry,Weak D,Democrat,White,4,4,Male,conservative`|strong|large|angry,happy|liberal|powerful|strong,0,0
R_2WVlvIewWZS6zPY,$150K to $200K,Not Hispanic,Liberal,13,liberal,helpful,equality,union,religious,conservative,trade,money,Strong D,Democrat,White,4,4,Female,religious|conservative|trade|money,liberal|helpful|equality|union,0,0
R_3HhKL3KlzfPTO6m,$75K to $100K,Hispanic,Moderate/Haven't thought about it,15,white,liberal,well intentioned,middle class,racist,rich,dumb,nra,Weak D,Democrat,Non-white,4,4,Female,racist|rich|dumb|nra,white|liberal|well intentioned|middle class,0,0
R_2Yha6fa9ohiZeh2,$250K to $500K,Hispanic,Slightly conservative,13,liberal,opinionated,close-minded,progressive,conservative,rich,white,male,Weak R,Republicans,Non-white,4,4,Female,conservative|rich|white|male,liberal|opinionated|close-minded|progressive,0,0
R_7WLeEtQc7NyqRmV,Prefer not to answer,Hispanic,Liberal,12,liberal,diverse,urban,young,white,old,male,xenophobic,Strong D,Democrat,White,4,4,Male,white|old|male|xenophobic,liberal|diverse|urban|young,0,0
R_4PfhzrEMEe73UB7,Prefer not to answer,Not Hispanic,Liberal,,diverse,smart,young,majority,misguided,fox,rural,taxes,Strong D,Democrat,White,4,4,Male,misguided|fox|rural|taxes,diverse|smart|young|majority,0,0
R_1n8UqXgXHoqTLlj,$25K to $50K,Hispanic,Liberal,13,liberal,minorities,lower classes,progressive,rich,exclusive,stagnant,conservative,Strong D,Democrat,White,4,4,Female,rich|exclusive|stagnant|conservative,liberal|minorities|lower classes|progressive,0,0
R_1F2lsjdYrmr043M,$100K to $150K,Not Hispanic,Liberal,14,open-minded,liberal,young,progressive,conservative,older,close-minded,stagnant,Strong D,Democrat,White,4,4,Female,conservative|older|close-minded|stagnant,open-minded|liberal|young|progressive,0,0
R_1CKkqDKW3JZFo5u,$200K to $250K,Not Hispanic,Moderate/Haven't thought about it,12,hippy,women,out of touch,hand outs,old,rich,men,close-minded,Lean D,Democrat,White,4,4,Female,old|rich|men|close-minded,hippy|women|out of touch|hand outs,0,0
R_3P4AA9v5rpvZYU6,$150K to $200K,Not Hispanic,Slightly conservative,14,liberal,educated,urban,progressive,conservative,religious,strong,down to earth,Weak D,Democrat,Non-white,4,4,Male,conservative|religious|strong|down to earth,liberal|educated|urban|progressive,0,0
R_2SdGmUsn1XUBl2q,$50K to $75K,Not Hispanic,Liberal,13,liberal,big government,civil liberties,civil rights,conservative,small government,no taxes,religious,Strong D,Democrat,Non-white,4,4,Female,conservative|small government|no taxes|religious,liberal|big government|civil liberties|civil rights,0,0
R_2sQGx1QiNOLFClT,$150K to $200K,Not Hispanic,Liberal,12,liberal,young,empathetic,lower middle class,racist,prejudiced,money,white,Strong D,Democrat,Non-white,4,4,Female,racist|prejudiced|money|white,liberal|young|empathetic|lower middle class,0,0
R_cNfNOXBPUEixDxv,$250K to $500K,Not Hispanic,Slightly conservative,15,young,progressive,liberal,outspoken,conservative,individualistic,anti change,outspoken,Lean R,Republicans,White,4,4,Female,conservative|individualistic|anti change|outspoken,young|progressive|liberal|outspoken,0,0
R_YWWdtC1XLBdvN4t,$250K to $500K,,Slightly liberal,12,liberal,social services,high taxes,welfare,rich,business,low taxes,wealthy,Weak D,Democrat,White,4,4,Female,rich|business|low taxes|wealthy,liberal|social services|high taxes|welfare,0,0
R_OxRDbwpk6jac6sh,$75K to $100K,Hispanic,Slightly liberal,12,liberal,egalitarian,educated,caring,conservative,religious,jingoistic,white,Lean D,Democrat,White,4,4,Male,conservative|religious|jingoistic|white,liberal|egalitarian|educated|caring,0,0
R_3DvAMDyRBzOv3QY,Prefer not to answer,Not Hispanic,Moderate/Haven't thought about it,15,liberal,educated,minorities,logical,extreme,conservative,racist,intolerant,Weak D,Democrat,Non-white,4,4,Female,extreme|conservative|racist|intolerant,liberal|educated|minorities|logical,0,0
R_12fiHJscKiZShju,$200K to $250K,Hispanic,Extremely Liberal,13,compassionate,inclusive,educated,respectful,loud,selfish,racist,rich,Strong D,Democrat,White,4,4,Female,loud|selfish|racist|rich,compassionate|inclusive|educated|respectful,0,0
R_1IDThXsFnEKFepc,$250K to $500K,Not Hispanic,Conservative,12,liberal,socialist,communism,welfare,business,rich,economical,racist,Weak R,Republicans,Non-white,4,4,Male,business|rich|economical|racist,liberal|socialist|communism|welfare,0,0
R_3iLpPOk5QmLRxF3,$200K to $250K,Not Hispanic,Moderate/Haven't thought about it,13,liberal,free thinking,radical,change,conservative,traditional,rule following,rule making,Lean D,Democrat,White,4,4,Female,conservative|traditional|rule following|rule making,liberal|free thinking|radical|change,0,0
R_2VJGlRIUeVz7l1a,$200K to $250K,Not Hispanic,Slightly liberal,13,liberal,close-minded,fair,diverse,conservative,wealthy,traditional,close-minded,Weak D,Democrat,White,4,4,Female,conservative|wealthy|traditional|close-minded,liberal|close-minded|fair|diverse,0,0
R_1nNoymax8UszDkY,$75K to $100K,Not Hispanic,Liberal,13,progressive,young,safety net,individual rights,old,rich,backward,state's rights,Strong D,Democrat,Non-white,4,4,Female,old|rich|backward|state's rights,progressive|young|safety net|individual rights,0,0
R_30wRXHNkBjYGLc5,$250K to $500K,Not Hispanic,Moderate/Haven't thought about it,15,educated,urban,idealistic,inefficient,backwards,traditional,prejudiced,white,Ind,Independent (excludes leaners),Non-white,4,4,Female,backwards|traditional|prejudiced|white,educated|urban|idealistic|inefficient,0,0
R_1Kg6WNZxNOw7NwZ,$150K to $200K,Hispanic,Extremely Liberal,13,educated,liberal,diverse,nice,white,uneducated,racist,rich,Strong D,Democrat,White,4,4,Male,white|uneducated|racist|rich,educated|liberal|diverse|nice,0,0
R_RPJ4T82XF0WVTbP,$150K to $200K,Not Hispanic,Liberal,12,educated,compassionate,concerned for others,,ignorant,lacking compassion,selfish,greedy,Strong D,Democrat,White,3,4,Female,ignorant|lacking compassion|selfish|greedy,educated|compassionate|concerned for others|,0,0
R_3j88W6kl9AkihBW,$100K to $150K,Not Hispanic,Extremely Liberal,13,fake,open-minded,"""liberal""",basic,close-minded,racist,conservative,basic,Lean D,Democrat,Non-white,4,4,Other,close-minded|racist|conservative|basic,"fake|open-minded|""liberal""|basic",0,0
R_ST1wUKHJlJVVih3,$150K to $200K,Not Hispanic,Liberal,12,liberal,progressive,left,flexible,conservative,traditional,inflexible,right,Weak D,Democrat,White,4,4,Female,conservative|traditional|inflexible|right,liberal|progressive|left|flexible,0,0
R_yBxMRo0uAUElC7L,$250K to $500K,Not Hispanic,Moderate/Haven't thought about it,13,progressive,young,accepted,new,conservative,american,old,hated,Weak R,Republicans,White,4,4,Male,conservative|american|old|hated,progressive|young|accepted|new,0,0
R_301ZLUnzBxYjpFV,$250K to $500K,Not Hispanic,Liberal,13,compassionate,poor,open-minded,liberal,close-minded,rich,bigoted,greedy,Strong D,Democrat,White,4,4,Female,close-minded|rich|bigoted|greedy,compassionate|poor|open-minded|liberal,0,0
R_3k870MkzNbV9RdB,$200K to $250K,Not Hispanic,Liberal,13,liberal,equal,supportive,fair,corporate,conservative,money,reactive,Strong D,Democrat,White,4,4,Male,corporate|conservative|money|reactive,liberal|equal|supportive|fair,0,0
R_1Q4a4tCCsuF0VMc,$250K to $500K,Not Hispanic,Liberal,13,progressive,liberal,educated,diverse,conservative,patriotic,traditional,resistant,Strong D,Democrat,White,4,4,Female,conservative|patriotic|traditional|resistant,progressive|liberal|educated|diverse,0,0
R_3O2eJ5XhC2pBezP,$250K to $500K,Not Hispanic,Extremely Liberal,12,liberal,young,smart,normal,conservative,old,ignorant,uncultured,Strong D,Democrat,Non-white,4,4,Male,conservative|old|ignorant|uncultured,liberal|young|smart|normal,0,0
R_2e38QycsRdryPGn,Prefer not to answer,Not Hispanic,Liberal,12,left,liberal,middle class,diverse,conservative,right,wealthy,southern,Weak D,Democrat,Non-white,4,4,Male,conservative|right|wealthy|southern,left|liberal|middle class|diverse,0,0
R_b72pslCjZL2Dg1b,$150K to $200K,Not Hispanic,Liberal,13,liberal,non white,urban,secular,white,conservative,moderate,religious,Strong D,Democrat,White,4,4,Female,white|conservative|moderate|religious,liberal|non white|urban|secular,0,0
R_12hXNzZjr6c2u2U,$250K to $500K,Hispanic,Slightly liberal,14,liberal,left,gay rights,prochoice,conservative,right,prochoice,pro- 2nd amendment,Lean D,Democrat,White,4,4,Female,conservative|right|prochoice|pro- 2nd amendment,liberal|left|gay rights|prochoice,0,0
R_8jeDJg0yS6fCgHD,,,,,,,,,,,,,,,,,,,|||,|||,1,1
R_2wM5pNJGZMrq7Ys,$200K to $250K,Not Hispanic,Moderate/Haven't thought about it,14,liberal,open-minded,informed,intelligent,narrow minded,bigoted,selfish,inconsiderate,Strong D,Democrat,Non-white,4,4,Female,narrow minded|bigoted|selfish|inconsiderate,liberal|open-minded|informed|intelligent,0,0
R_SQdl6JUSiF0i1z3,$15K to $25K,Hispanic,Liberal,12,liberal,wasteful,delusional,taxes,white,greedy,arrogant,conservative,Strong D,Democrat,Non-white,4,4,Male,white|greedy|arrogant|conservative,liberal|wasteful|delusional|taxes,0,0
R_usuGF9zVuHa8THb,$200K to $250K,Not Hispanic,Liberal,15,liberal,progressive,equality,forward thinking,conservative,self concerned,reactionary,stubborn,Lean D,Democrat,White,4,4,Female,conservative|self concerned|reactionary|stubborn,liberal|progressive|equality|forward thinking,0,0
R_3lDKuVcaZgVasgs,Prefer not to answer,Not Hispanic,Conservative,16,younger,liberal,minorities,women,older,conservative,white,male,Strong R,Republicans,White,4,4,Male,older|conservative|white|male,younger|liberal|minorities|women,0,0
R_8e1dCY1d8f47ZnT,Prefer not to answer,Not Hispanic,Moderate/Haven't thought about it,13,liberal,ethnically diverse,open-minded,middle/working class,white,rich,old,men,Strong D,Democrat,Non-white,4,4,Female,white|rich|old|men,liberal|ethnically diverse|open-minded|middle/working class,0,0
R_3fYGrUhDUxrWREw,,,,,,,,,,,,,,,,0,0,,|||,|||,1,1
R_3iQIp4X28Uiaff8,$50K to $75K,Not Hispanic,Slightly liberal,14,liberal,left,urban,young,conservative,rich,white,old,Weak D,Democrat,Non-white,4,4,Male,conservative|rich|white|old,liberal|left|urban|young,0,0
R_114weHs6vBsjMap,$100K to $150K,Not Hispanic,Extremely Liberal,13,liberal,young,east coast,smart,older,white,rich,men,Lean D,Democrat,White,4,4,Female,older|white|rich|men,liberal|young|east coast|smart,0,0
R_2PtdiTJSnrXgLLS,$150K to $200K,Not Hispanic,Slightly conservative,15,idealistic,progressive,hopeful,diverse,conservative,strict,wealthy,hard working,Weak R,Republicans,White,4,4,Male,conservative|strict|wealthy|hard working,idealistic|progressive|hopeful|diverse,0,0
R_3qU9ZLEtPUnZP6u,$200K to $250K,Not Hispanic,Liberal,16,liberal,progressive,open,accepting,religious,conservative,narrow minded,ignorant,Strong D,Democrat,Non-white,4,4,Female,religious|conservative|narrow minded|ignorant,liberal|progressive|open|accepting,0,0
R_3hDyb1JNgMQ4SAr,$50K to $75K,Not Hispanic,Liberal,12,liberal,equal,free,loose,conservative,tight,traditional,old fashioned,Strong D,Democrat,White,4,4,Male,conservative|tight|traditional|old fashioned,liberal|equal|free|loose,0,0
R_3p9fxIqfL6sT37T,$25K to $50K,Hispanic,Liberal,12,young,fdr,liberal,thoughtful,anger,smart,conservative,white,Lean D,Democrat,White,4,4,Male,anger|smart|conservative|white,young|fdr|liberal|thoughtful,0,0
R_AMUT66SEy3oX99T,$100K to $150K,Hispanic,Liberal,14,young,minority,philanthropic,educated,rich,white,old,men,Strong D,Democrat,White,4,4,Female,rich|white|old|men,young|minority|philanthropic|educated,0,0
R_2WIIgojIWlgP1ri,$250K to $500K,Hispanic,Liberal,15,progressive,idealistic,utilitarian,revisionist,conservative,stagnant,egocentric,cautious,Strong D,Democrat,White,4,4,Male,conservative|stagnant|egocentric|cautious,progressive|idealistic|utilitarian|revisionist,0,0
R_BWz27J2DSNPHOV3,$200K to $250K,,Liberal,13,liberal,educated,open-minded,sensible,uneducated,conservative,extreme,religious,Strong D,Democrat,White,4,4,Female,uneducated|conservative|extreme|religious,liberal|educated|open-minded|sensible,0,0
R_bgyzkTP5O8E1Nxn,$200K to $250K,Not Hispanic,Liberal,18,emotional,liberal,progressive,idealistic,conservative,self interested,nationalistic,old,Lean D,Democrat,White,4,4,Male,conservative|self interested|nationalistic|old,emotional|liberal|progressive|idealistic,0,0
R_2whJUqfLGiiyYGK,Prefer not to answer,,Liberal,,progressive,liberal,young,open,conservative,preppy,old,practical,Strong D,Democrat,White,4,4,Female,conservative|preppy|old|practical,progressive|liberal|young|open,0,0
R_2zejC8vzKPdyQdq,$250K to $500K,Not Hispanic,Extremely Liberal,14,liberal,northern,me,good,conservative,southern,white,pro-life,Strong D,Democrat,Non-white,4,4,Female,conservative|southern|white|pro-life,liberal|northern|me|good,0,0
R_1Cmh207tAJx1q5M,Prefer not to answer,Not Hispanic,Slightly liberal,13,liberal,progressive,socialist,open-minded,wealthy,intolerant,religious,conservative,Weak D,Democrat,White,4,4,Female,wealthy|intolerant|religious|conservative,liberal|progressive|socialist|open-minded,0,0
R_3ixvBBxr0uXdswn,$25K to $50K,Not Hispanic,Liberal,14,liberal,,,,conservative,white,rich,,Weak D,Democrat,Non-white,1,3,Female,conservative|white|rich|,liberal|||,0,1
R_cC6JpSfUu5lz1pD,$100K to $150K,Not Hispanic,Moderate/Haven't thought about it,14,diversity,idealistic,individualism,rights,religious,xenophobic,angry,pro-life,Ind,Independent (excludes leaners),Non-white,4,4,Male,religious|xenophobic|angry|pro-life,diversity|idealistic|individualism|rights,0,0
R_3fNtn8h6fVBxJu0,$250K to $500K,Not Hispanic,Liberal,13,liberals,young people,secular groups of people,urbanites,religious people,older people,white men,rural people,Strong D,Democrat,White,4,4,Female,religious people|older people|white men|rural people,liberals|young people|secular groups of people|urbanites,0,0
R_3qaMgccBe0UdYND,$200K to $250K,Not Hispanic,Liberal,14,liberal,working,white,black,conservative,rural,country,wealthy,Weak D,Democrat,White,4,4,Female,conservative|rural|country|wealthy,liberal|working|white|black,0,0
R_8Jrsa0pKz63ycBb,$250K to $500K,Not Hispanic,Slightly liberal,14,liberal,progressive,pro-choice,taxes,conservative,wealthy,white,stubborn,Lean D,Democrat,Non-white,4,4,Female,conservative|wealthy|white|stubborn,liberal|progressive|pro-choice|taxes,0,0
R_3fdi1Eu6KWNxi9q,$150K to $200K,Not Hispanic,Moderate/Haven't thought about it,13,liberal,young,open,idealist,conservative,wealth,exclusive,pride,Lean D,Democrat,Non-white,4,4,Male,conservative|wealth|exclusive|pride,liberal|young|open|idealist,0,0
R_1P8cwwRBx5A4psS,$250K to $500K,Not Hispanic,Liberal,13,young,minority,northern,educated,white,southern,christian,gun owner,Strong D,Democrat,Non-white,4,4,Male,white|southern|christian|gun owner,young|minority|northern|educated,0,0
R_3qmbPMRg8Aodizv,$25K to $50K,,Slightly liberal,13,liberal,empathetic,progressive,northern,conservative,rich,southern,asian,Lean D,Democrat,Non-white,4,4,Male,conservative|rich|southern|asian,liberal|empathetic|progressive|northern,0,0
R_2pKLffH80ZuZU4M,$250K to $500K,Not Hispanic,Moderate/Haven't thought about it,13,liberal,left wing,understanding,holistic,right wing,conservative,stubborn,crazy,Lean D,Democrat,Non-white,4,4,Male,right wing|conservative|stubborn|crazy,liberal|left wing|understanding|holistic,0,0
R_2aLvLKm9wyK7Fo8,$250K to $500K,Not Hispanic,Moderate/Haven't thought about it,13,socially minded,minorities,women,young,conservative,male,white,fiscally minded,Lean R,Republicans,White,4,4,Female,conservative|male|white|fiscally minded,socially minded|minorities|women|young,0,0
R_1Cv9TPlK1Qh9vQL,Prefer not to answer,Not Hispanic,Liberal,13,liberal,city,social,reasonable,bigoted,conservative,rich,redneck,Weak D,Democrat,White,4,4,Male,bigoted|conservative|rich|redneck,liberal|city|social|reasonable,0,0
R_Tq3gidT3XsS08Fz,Prefer not to answer,Not Hispanic,Liberal,12,poorer,liberal,close-minded,uninformed,close-minded,religious,bigoted,conservative,Strong D,Democrat,White,4,4,Female,close-minded|religious|bigoted|conservative,poorer|liberal|close-minded|uninformed,0,0
R_3JE1YcUHqfkjj3q,$250K to $500K,Not Hispanic,Slightly liberal,13,liberal,active,open-minded,passionate,rich,religious,conservative,close-minded,Weak D,Democrat,White,4,4,Male,rich|religious|conservative|close-minded,liberal|active|open-minded|passionate,0,0
R_Apm3R1donroo2d3,$100K to $150K,Hispanic,Liberal,12,liberal,progressive,leftist,left winged,conservative,right winged,old white men,rural,Strong D,Democrat,White,4,4,Male,conservative|right winged|old white men|rural,liberal|progressive|leftist|left winged,0,0
R_3O86tpMOAe9uub3,-8,Not Hispanic,Moderate/Haven't thought about it,13,diverse,new yorker,bernt,liberal,old,racist,conservative,trump,Ind,Independent (excludes leaners),White,4,4,Male,old|racist|conservative|trump,diverse|new yorker|bernt|liberal,0,0
R_1TEBYbCbwcdhP57,$250K to $500K,,Slightly liberal,13,liberal,hillary clinton,bernie sanders,barack obama,conservative,white,trump,rubio,Lean D,Democrat,White,4,4,Male,conservative|white|trump|rubio,liberal|hillary clinton|bernie sanders|barack obama,0,0
R_1KlNnOJ8INEoytK,$200K to $250K,Not Hispanic,Liberal,13,liberal,pro-life,leftist,capitalist,neoliberal,pro-life,conservative,right,Weak D,Democrat,White,4,4,Male,neoliberal|pro-life|conservative|right,liberal|pro-life|leftist|capitalist,0,0
R_3plN8J34QPyI7zn,$200K to $250K,Not Hispanic,Liberal,15,liberal,not conservative,socially aware,generous,conservative,selfish,greedy,right wing,Weak D,Democrat,White,4,4,Female,conservative|selfish|greedy|right wing,liberal|not conservative|socially aware|generous,0,0
R_bmgFHGK08ySmgM1,$150K to $200K,Not Hispanic,Moderate/Haven't thought about it,13,hopeful,naive,overly sensitive,caring,old,hard working,christian,male,Ind,Independent (excludes leaners),White,4,4,Male,old|hard working|christian|male,hopeful|naive|overly sensitive|caring,0,0
R_1f6ImFukN6clU05,$250K to $500K,Not Hispanic,Liberal,13,liberal,urban,forward thinking,progressive,conservative,traditional,christian,rural,Weak D,Democrat,White,4,4,Male,conservative|traditional|christian|rural,liberal|urban|forward thinking|progressive,0,0
R_27yhbCONUc48Mlq,$250K to $500K,Not Hispanic,Liberal,13,liberal,diverse,educated,young,old,white,homogenous,religious,Strong D,Democrat,White,4,4,Female,old|white|homogenous|religious,liberal|diverse|educated|young,0,0
R_1H6OGfn6Z83x2x2,$75K to $100K,Hispanic,Extremely Liberal,14,liberal,young,urban,educated,conservative,pro-gun,old,religious,Lean D,Democrat,Non-white,4,4,Female,conservative|pro-gun|old|religious,liberal|young|urban|educated,0,0
R_cCFr7LmIgrDXoYN,$250K to $500K,Not Hispanic,Slightly liberal,13,liberal,young,diverse,social justice,wealthy,white,old,conservative,Weak D,Democrat,White,4,4,Male,wealthy|white|old|conservative,liberal|young|diverse|social justice,0,0
R_27jmdIlKwwpHubq,$50K to $75K,Not Hispanic,Extremely Liberal,17,liberal,progressive,open-minded,inclusive,racist,sexist,homophobic,islamophobic,Strong D,Democrat,Non-white,4,4,Male,racist|sexist|homophobic|islamophobic,liberal|progressive|open-minded|inclusive,0,0
R_cV1rTkwyJoZg2rL,$100K to $150K,Not Hispanic,Liberal,15,liberal,open-minded,progressive,socialist,conservative,bigoted,wealthy,ignorant,Lean D,Democrat,White,4,4,Female,conservative|bigoted|wealthy|ignorant,liberal|open-minded|progressive|socialist,0,0
R_T1VDZuUR8cLlvHz,$250K to $500K,Not Hispanic,Slightly liberal,13,open-minded,educated,liberal,fair,rich,close-minded,white,racist,Weak D,Democrat,Non-white,4,4,Female,rich|close-minded|white|racist,open-minded|educated|liberal|fair,0,0
R_u9bO4g41zXYBGG5,$250K to $500K,Not Hispanic,Liberal,14,liberal,middle upper class,reader,taxes,conservative,white,america,pro-life,Strong D,Democrat,White,4,4,Female,conservative|white|america|pro-life,liberal|middle upper class|reader|taxes,0,0
R_1q9y71LSCXva8ym,-8,Not Hispanic,Slightly liberal,13,liberal,young,minorities,weak,old,conservative,ignorant,close-minded,Strong D,Democrat,White,4,4,Male,old|conservative|ignorant|close-minded,liberal|young|minorities|weak,0,0
R_1JIUvECaYHGm45m,$250K to $500K,Not Hispanic,Liberal,15,intelligent,caring,sane,educated,out of touch,completely mad,idiotic,hate monger,Strong D,Democrat,White,4,4,Male,out of touch|completely mad|idiotic|hate monger,intelligent|caring|sane|educated,0,0
R_vqr9B3m8UmVixvb,$200K to $250K,Not Hispanic,Slightly liberal,13,liberal,activist,support,big government,conservative,white,questionable,religious,Weak D,Democrat,White,4,4,Male,conservative|white|questionable|religious,liberal|activist|support|big government,0,0
R_21oZcEdjuKjEEFh,$250K to $500K,Not Hispanic,Liberal,14,liberal,social rights,pro-choice,accepting,racist,conservative,pro-life,south,Weak D,Democrat,Non-white,4,4,Female,racist|conservative|pro-life|south,liberal|social rights|pro-choice|accepting,0,0
R_ZmfbHOG1tplsZ9v,$75K to $100K,,Extremely Liberal,,progressive,liberal,minorities,working class,conservative,white,southern,unprogressive,Strong D,Democrat,Non-white,4,4,Female,conservative|white|southern|unprogressive,progressive|liberal|minorities|working class,0,0
R_2AHCyHYOBjPGZtG,$200K to $250K,Not Hispanic,Slightly liberal,14,liberal,young,educated,fair,conservative,rich,stiff,privileged,Weak D,Democrat,Non-white,4,4,Female,conservative|rich|stiff|privileged,liberal|young|educated|fair,0,0
R_1l0OlM7BbSrqRs5,$15K to $25K,Not Hispanic,Moderate/Haven't thought about it,21,liberal,left,modern,spenders,conservative,right,old,wealthy,Weak D,Democrat,Non-white,4,4,Female,conservative|right|old|wealthy,liberal|left|modern|spenders,0,0
R_1CIlPja23DNEchn,$250K to $500K,Not Hispanic,Extremely Liberal,15,liberal,progressive,diverse,young,conservative,ignorant,wealthy,white,Strong D,Democrat,White,4,4,Female,conservative|ignorant|wealthy|white,liberal|progressive|diverse|young,0,0
R_brRGDfZC9SYMpWx,$100K to $150K,Not Hispanic,Liberal,13,liberal,conscious,progressive,accepting,xenophobic,wealthy,close-minded,backwards,Lean D,Democrat,Non-white,4,4,Female,xenophobic|wealthy|close-minded|backwards,liberal|conscious|progressive|accepting,0,0
