"","V160001_orig","V161342","V161310x","V161267","V161270","V161244","V162125x","V162174","V162256","V161126","V161155","V161158x","V162031x","V162062x","age_gpt3","church_goer_gpt3","discuss_politics_gpt3","education_gpt3","gender_gpt3","ideology_gpt3","patriotism_gpt3","pid7_gpt3","political_interest_gpt3","race_gpt3","votechoice_2016_gpt3","voted_2016_gpt3"
"3092",404851,1,1,66,14,1,1,1,2,4,3,4,1,1,30,1,1,12,1,3,1,5,1,1,42,1
"3093",404852,2,1,68,13,1,-6,-6,-6,6,2,7,-2,-2,30,1,1,12,1,7,1,6,1,1,2,1
"3094",404854,2,5,29,9,2,-7,-7,-7,99,3,3,-2,-2,24,1,1,12,1,3,1,5,3,1,42,0
"3095",404856,2,2,49,9,1,4,1,2,99,3,4,-2,-2,24,1,1,12,1,5,1,5,3,1,42,1
"3096",404857,2,5,27,10,1,-7,-7,-7,99,3,4,-2,-2,30,1,1,12,1,5,1,5,2,1,42,1
"3097",404860,2,1,50,10,1,1,1,3,4,2,7,1,2,29,1,1,12,1,5,1,5,1,1,2,1
"3098",404862,2,1,36,11,1,2,1,2,99,3,4,1,3,29,1,1,12,1,3,1,5,2,1,42,1
"3099",404864,1,1,90,4,1,1,1,1,6,2,7,1,2,28,1,1,12,1,7,1,7,1,1,2,1
"3100",404867,1,3,35,13,2,4,2,4,6,1,2,-2,-2,22,2,2,12,1,5,1,7,3,1,42,0
"3101",404870,2,3,39,14,2,2,1,2,2,1,1,1,1,30,1,1,12,1,3,1,1,2,1,42,1
"3102",404871,1,2,27,9,2,1,1,1,2,5,4,1,5,24,1,1,12,1,2,1,1,1,1,42,0
"3103",404874,2,1,22,9,2,1,2,2,1,1,1,1,1,22,2,1,12,1,2,1,1,1,1,1,1
"3104",404875,1,1,35,9,1,1,1,2,7,2,7,1,2,21,1,1,13,1,5,1,7,1,1,2,1
"3105",404878,-9,1,56,13,1,-6,-6,-6,6,2,7,-2,-2,30,1,1,12,1,5,1,7,1,1,2,1
"3106",404880,2,1,60,13,1,1,1,1,2,1,1,1,1,30,1,1,12,1,1,1,1,1,1,1,1
"3107",404881,2,6,70,10,2,2,2,2,4,1,1,1,1,29,2,1,12,1,3,1,5,2,1,42,1
"3108",404885,1,1,22,10,1,2,1,4,4,3,4,1,3,28,1,1,12,1,3,1,2,2,1,42,1
"3109",404886,2,1,31,10,2,1,1,2,4,1,2,1,1,29,1,1,12,1,3,1,5,1,1,42,1
"3110",404889,2,1,56,16,1,2,1,2,6,3,4,1,5,30,1,1,12,1,3,1,7,1,1,42,1
"3111",404891,1,5,33,10,2,4,1,2,2,1,2,1,4,25,1,1,12,1,5,1,2,2,1,42,0
"3112",404893,2,2,56,11,1,1,1,2,99,1,2,1,1,29,1,1,12,1,3,1,2,1,1,42,1
"3113",404895,2,3,20,9,2,4,1,1,2,3,3,1,1,22,1,1,12,1,3,1,1,2,1,42,1
"3114",404896,1,5,27,9,2,2,2,2,1,1,2,-2,-2,22,2,1,12,1,3,1,1,3,1,42,0
"3115",404906,1,1,72,16,2,-7,-7,-7,2,1,1,-2,-2,-1,1,1,12,1,1,1,5,1,1,42,0
"3116",404907,2,1,61,12,1,-6,-6,-6,4,3,5,-2,-2,30,1,1,12,1,5,1,5,2,1,2,1
"3117",404908,2,1,48,14,1,1,1,2,2,1,2,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"3118",404910,1,5,27,8,2,4,1,2,99,1,1,1,1,28,1,1,12,1,3,1,5,1,1,42,1
"3119",404911,1,6,26,13,1,2,1,3,5,3,5,0,-2,30,2,1,12,1,5,3,5,3,1,42,1
"3120",404912,2,1,81,9,1,1,1,3,99,3,5,1,2,29,1,1,12,1,5,1,7,1,1,42,1
"3121",404914,2,1,60,10,1,1,1,3,3,1,2,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"3122",404915,2,1,89,10,1,2,1,2,99,3,4,1,-9,29,1,1,12,1,2,1,5,2,1,42,1
"3123",404919,2,1,74,95,1,1,1,1,6,2,7,1,2,29,1,1,12,1,7,1,7,1,1,2,1
"3124",404920,1,5,64,10,1,1,1,2,4,3,4,1,1,28,1,1,12,1,3,1,5,1,1,42,1
"3125",404921,2,1,45,10,1,1,1,2,99,2,7,1,2,38,1,1,13,1,5,1,7,1,1,2,1
"3126",404922,1,1,81,13,1,1,1,2,6,2,7,1,2,30,1,1,12,1,7,1,7,1,1,2,1
"3127",404923,1,2,22,12,1,7,2,4,4,3,4,0,-2,22,2,1,12,1,7,1,2,3,1,42,0
"3128",404926,1,5,43,9,1,-6,-6,-6,6,3,5,-2,-2,25,1,1,12,1,5,1,7,1,1,2,1
"3129",404928,2,1,71,10,2,1,1,2,4,1,2,1,1,29,1,1,12,1,3,1,2,1,1,42,1
"3130",404931,1,1,66,9,1,1,1,3,4,3,4,0,-2,22,2,1,12,1,2,1,5,3,1,42,1
"3131",404933,2,1,56,9,2,1,1,3,6,2,7,1,2,29,1,1,12,1,7,1,7,1,1,2,1
"3132",404934,2,6,66,13,2,1,1,3,5,2,6,1,2,38,1,1,12,1,5,1,5,1,1,42,1
"3133",404938,2,1,57,16,2,4,1,2,4,1,1,1,1,30,1,1,12,1,3,1,5,1,1,42,1
"3134",404939,2,1,77,6,2,1,2,2,99,1,2,1,2,29,2,1,12,1,3,1,7,3,1,42,1
"3135",404941,2,1,33,13,1,1,1,3,6,2,7,1,2,35,1,1,12,1,5,1,7,1,1,2,1
"3136",404947,2,1,30,14,1,1,1,2,5,2,6,1,2,38,1,1,12,1,5,1,7,1,1,42,1
"3137",404953,1,1,50,10,2,1,1,3,99,2,6,0,-2,22,2,2,12,1,5,1,5,3,1,42,0
"3138",404956,2,4,25,9,2,4,2,4,99,1,2,-2,-2,22,2,2,12,1,3,1,5,3,1,42,0
"3139",404957,2,1,64,10,1,1,1,1,5,3,4,1,2,29,1,1,12,1,5,1,7,1,1,42,1
"3140",404959,1,1,-9,14,2,2,1,1,4,3,3,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"3141",404961,1,2,37,10,1,4,1,2,2,1,1,1,1,30,1,1,12,1,3,1,2,1,1,1,1
"3142",404962,2,1,20,11,1,1,1,1,99,3,5,1,2,29,1,1,12,1,5,1,7,1,1,2,1
"3143",404963,2,2,70,13,1,1,1,2,6,2,6,1,2,30,1,1,12,1,5,1,7,1,1,42,1
"3144",404965,1,1,23,9,2,4,2,4,99,1,2,-2,-2,22,2,2,12,1,3,1,5,3,1,42,0
"3145",404966,1,1,42,13,1,1,1,2,3,3,3,1,1,30,1,1,12,1,3,1,2,1,1,1,1
"3146",404971,2,1,36,9,2,2,1,3,4,3,3,0,-2,22,2,1,12,1,3,1,5,3,1,42,0
"3147",404975,1,1,80,13,1,-6,-6,-6,6,2,7,-2,-2,30,1,1,12,1,7,1,7,1,1,2,1
"3148",404976,2,1,30,7,2,1,1,3,99,3,3,0,-2,22,2,1,12,1,3,1,5,1,1,42,0
"3149",404977,2,3,50,13,1,2,1,2,3,1,1,1,1,30,1,1,12,1,3,1,5,1,1,1,1
"3150",404978,1,2,55,10,1,1,2,2,99,1,-9,0,-2,25,2,1,12,1,3,1,5,3,1,42,0
"3151",404979,1,1,70,13,2,2,1,1,3,1,2,1,1,30,1,1,12,1,3,1,5,2,1,42,1
"3152",404980,1,1,74,16,1,4,1,1,2,1,1,1,1,30,1,1,12,1,1,1,1,1,1,1,1
"3153",404984,1,1,37,16,2,2,1,2,6,3,5,1,1,30,1,1,12,1,5,1,7,1,1,42,1
"3154",404985,2,1,75,9,2,3,2,2,4,1,1,1,2,29,2,1,12,1,5,1,5,3,1,42,1
"3155",404986,2,2,69,14,1,2,1,1,4,1,1,1,1,30,1,1,12,1,3,1,1,1,1,42,1
"3156",404989,1,1,82,10,1,1,1,1,6,3,5,1,2,35,1,1,12,1,5,1,7,1,1,2,1
"3157",404990,1,1,70,14,2,1,1,2,6,2,7,1,2,35,1,1,12,1,7,1,7,1,1,2,1
"3158",404991,1,1,25,11,1,2,1,3,5,3,4,0,-2,22,2,1,12,1,3,1,6,3,1,42,1
"3159",404992,2,1,39,13,1,5,1,2,6,2,6,1,5,30,1,1,12,1,5,1,7,1,1,42,1
"3160",404993,2,1,25,13,1,4,1,3,3,3,3,1,1,30,1,1,12,1,3,1,2,1,1,1,1
"3161",404994,2,1,42,12,2,4,2,4,99,1,2,1,2,29,2,1,12,1,5,1,5,3,1,42,1
"3162",404998,2,2,76,9,1,1,1,2,4,1,1,1,1,24,1,1,12,1,3,1,2,1,1,1,1
"3163",404999,2,1,-9,10,1,1,1,2,4,2,6,1,2,29,1,1,12,1,5,1,5,1,1,42,1
"3164",405002,2,1,56,9,1,-6,-6,-6,6,2,7,-2,-2,30,1,1,12,1,5,1,7,1,1,2,1
"3165",405007,2,1,63,14,1,1,1,3,4,3,4,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"3166",405009,1,1,43,4,1,1,2,4,4,3,4,0,-2,22,2,1,12,1,2,1,5,3,1,42,0
"3167",405012,2,1,68,9,1,2,1,2,99,3,4,0,-2,22,2,1,12,1,2,1,5,2,1,42,1
"3168",405013,1,1,65,14,1,3,1,2,5,3,5,1,3,30,1,1,12,1,5,1,6,1,1,42,1
"3169",405014,1,1,87,9,1,1,1,1,6,2,7,1,2,28,1,1,12,1,7,1,7,1,1,2,1
"3170",405016,1,1,45,13,2,1,1,2,5,3,5,1,2,30,1,1,12,1,5,1,7,1,1,42,1
"3171",405021,1,1,34,13,2,2,1,1,2,3,3,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"3172",405022,1,5,43,10,2,1,1,2,5,3,4,1,2,28,1,1,12,1,5,1,7,1,1,42,1
"3173",405023,2,1,55,14,1,4,1,2,2,1,1,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"3174",405026,2,1,65,9,2,1,1,3,99,1,2,1,2,29,1,1,12,1,3,1,7,1,1,42,1
"3175",405027,1,1,40,11,1,2,2,2,6,2,7,1,2,28,2,1,12,1,5,1,7,2,1,2,1
"3176",405029,2,1,55,14,1,-6,-6,-6,4,3,3,-2,-2,30,1,1,12,1,3,1,5,2,1,42,1
"3177",405031,2,1,25,14,1,1,1,2,4,3,5,1,2,36,1,1,12,1,5,1,7,1,1,42,1
"3178",405032,1,1,62,15,1,1,1,2,5,3,5,1,2,35,1,1,12,1,5,1,7,1,1,42,1
"3179",405034,2,6,60,13,1,4,1,3,99,1,2,1,1,38,1,1,12,1,3,1,5,1,1,42,1
"3180",405035,2,1,53,9,1,3,1,3,5,3,4,0,-2,22,2,1,12,1,2,1,5,3,1,42,1
"3181",405039,2,1,67,9,1,-7,-7,-7,5,1,1,-2,-2,22,1,1,12,1,2,1,6,1,1,1,1
"3182",405042,1,1,49,9,2,1,1,1,4,5,5,1,2,28,1,1,12,1,5,1,5,1,1,2,1
"3183",405046,2,2,34,9,2,4,1,2,4,1,1,1,1,24,1,1,12,1,3,1,5,1,1,42,1
"3184",405049,2,2,42,90,1,6,1,1,5,5,4,0,-2,22,2,1,12,1,2,1,2,3,1,42,1
"3185",405052,2,2,37,13,1,5,1,3,99,1,1,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"3186",405053,2,1,54,13,1,2,1,3,4,2,6,1,2,30,1,1,12,1,5,1,5,2,1,42,1
"3187",405055,1,1,29,13,2,4,1,3,3,1,2,1,1,30,1,1,12,1,3,1,5,1,1,42,1
"3188",405061,1,6,70,11,2,1,1,1,7,5,5,1,2,29,1,1,12,1,5,1,7,1,1,2,1
"3189",405062,1,6,20,10,1,4,1,1,3,3,4,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"3190",405064,-9,1,-9,-9,1,-6,-6,-6,5,1,1,-2,-2,22,1,1,12,1,2,1,5,1,1,42,1
"3191",405066,2,1,48,13,1,1,1,3,5,2,7,1,2,30,1,1,12,1,7,1,5,1,1,2,1
"3192",405070,1,1,58,10,1,1,1,3,6,2,7,1,2,30,1,1,12,1,5,1,7,1,1,2,1
"3193",405072,1,3,61,15,1,2,2,3,5,3,4,1,3,30,2,1,12,2,5,1,6,3,1,42,1
"3194",405073,1,1,90,10,2,1,1,2,6,2,7,1,2,28,1,1,12,1,7,1,7,1,1,2,1
"3195",405079,1,1,88,13,2,4,1,1,4,3,4,1,2,30,1,1,12,1,5,1,5,1,1,42,1
"3196",405080,1,1,32,13,2,2,1,1,2,3,3,1,1,30,1,1,12,1,3,1,1,2,1,1,1
"3197",405082,1,1,28,13,1,1,2,3,6,2,6,1,2,30,2,1,12,1,5,1,7,1,1,42,1
"3198",405084,1,-2,-9,14,1,1,1,2,6,2,6,1,2,46,1,1,12,1,5,1,7,1,1,42,1
"3199",405086,1,4,62,10,2,-6,-6,-6,2,3,3,-2,-2,30,1,1,12,1,3,1,5,3,1,42,0
"3200",405087,2,1,78,16,1,1,1,2,2,1,1,1,1,30,1,1,12,1,1,1,1,1,1,1,1
"3201",405088,2,1,63,14,2,4,1,1,3,1,2,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"3202",405089,2,1,54,10,2,1,1,2,3,1,1,1,1,29,1,1,12,1,3,1,2,1,1,42,1
"3203",405090,2,3,58,9,1,-6,-6,-6,2,1,1,-2,-2,22,1,1,12,2,2,1,5,1,1,42,1
"3204",405093,1,1,81,9,1,2,1,2,4,1,2,1,1,28,1,1,12,1,3,1,5,2,1,42,1
"3205",405095,1,1,59,11,1,1,2,2,7,2,7,1,2,30,2,1,12,1,5,1,7,1,1,2,1
"3206",405097,2,1,42,14,2,4,2,4,4,3,5,0,-2,29,2,2,12,1,5,1,5,3,1,42,0
"3207",405100,2,1,60,10,1,1,1,2,6,2,7,0,-2,22,2,1,12,1,7,1,7,1,1,42,1
"3208",405104,2,2,41,14,1,1,1,2,4,1,1,0,-2,30,2,1,12,1,1,1,5,1,1,42,1
"3209",405106,1,5,34,13,2,1,1,2,6,2,7,1,2,30,1,1,12,1,7,1,7,1,1,2,1
"3210",405109,2,2,55,14,1,2,1,2,4,1,1,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"3211",405116,2,1,72,14,1,1,1,3,7,2,7,1,2,35,1,1,12,1,7,1,7,1,1,2,1
"3212",405119,1,1,58,13,1,2,1,2,4,3,3,1,1,30,1,1,12,1,3,1,5,1,1,1,1
"3213",405128,2,3,54,13,1,1,1,1,3,1,1,1,1,30,1,1,12,1,1,1,2,1,1,1,1
"3214",405131,2,3,37,15,2,3,2,3,99,1,2,-2,-2,30,2,1,12,1,3,1,2,3,1,42,0
"3215",405135,2,1,33,10,2,6,2,4,-9,3,5,1,-2,29,2,1,12,1,5,1,5,3,1,42,0
"3216",405136,1,1,63,11,1,1,1,1,5,3,4,1,1,30,1,1,12,1,2,1,2,1,1,42,1
"3217",405138,2,1,64,13,1,1,1,2,6,2,7,1,2,30,1,1,12,1,5,1,7,1,1,2,1
"3218",405139,2,1,56,10,2,6,1,1,2,1,1,1,1,29,1,1,12,1,2,1,1,2,1,42,1
"3219",405142,1,1,51,10,1,1,1,1,7,2,7,1,2,30,1,1,12,1,7,1,7,1,1,2,1
"3220",405144,1,1,34,13,2,-6,-6,-6,5,2,6,-2,-2,30,1,1,12,1,5,1,5,3,1,42,0
"3221",405145,1,3,68,13,1,4,2,2,4,3,4,1,1,30,2,1,12,1,5,1,5,3,1,42,1
"3222",405146,2,1,63,10,1,4,1,2,4,1,2,1,1,29,1,1,12,1,3,1,5,2,1,42,1
"3223",405147,1,1,32,13,2,2,1,1,2,3,3,1,3,30,1,1,12,1,3,1,1,1,1,42,1
"3224",405148,2,1,39,16,1,-6,-6,-6,1,1,1,-2,-2,30,1,1,12,1,2,1,1,1,1,1,1
"3225",405152,1,1,56,9,1,1,1,2,4,5,5,1,2,28,1,1,12,1,5,1,5,1,1,2,1
"3226",405157,2,6,53,13,1,1,1,1,5,1,1,1,1,30,1,1,12,1,1,1,1,1,1,1,1
"3227",405158,-9,2,63,13,1,1,2,1,4,1,1,1,1,30,1,1,12,1,1,1,2,1,1,1,1
"3228",405159,2,1,55,14,1,-6,-6,-6,6,2,6,-2,-2,30,1,1,12,1,5,1,7,3,1,42,1
"3229",405163,1,1,23,10,2,2,2,3,99,3,4,-2,-2,25,2,1,12,1,3,1,5,3,1,42,0
"3230",405164,1,1,55,8,1,1,1,1,6,2,6,0,-2,22,2,1,12,1,5,1,7,3,1,42,1
"3231",405168,1,1,66,14,2,4,2,3,5,2,6,1,1,30,2,1,12,1,5,1,5,3,1,42,1
"3232",405172,2,1,68,5,2,1,1,2,99,1,1,1,2,29,1,1,12,1,3,1,7,1,1,1,1
"3233",405174,2,1,68,9,2,4,1,1,3,1,1,1,1,24,1,1,12,1,2,1,5,1,1,42,1
"3234",405177,1,1,88,11,1,1,1,2,5,2,6,0,-2,22,2,1,12,1,5,1,2,3,1,42,1
"3235",405179,1,5,76,13,1,-7,-7,-7,7,2,7,-2,-2,30,1,1,12,1,7,1,7,1,1,2,1
"3236",405181,2,1,44,10,1,1,2,4,6,2,6,1,2,29,2,1,12,1,5,1,7,3,1,42,1
"3237",405183,2,1,31,13,1,1,1,3,6,3,5,1,5,30,1,1,12,1,5,1,7,1,1,2,1
"3238",405184,1,1,39,10,2,1,1,3,3,3,3,1,1,28,1,1,12,1,3,1,2,1,1,42,1
"3239",405185,2,1,47,11,2,4,1,2,2,5,3,1,1,29,1,1,12,1,3,1,2,2,1,42,1
"3240",405187,2,1,67,12,2,1,2,4,99,1,1,1,1,29,2,1,12,1,1,1,5,1,1,42,1
"3241",405188,2,5,66,11,2,-6,-6,-6,6,1,2,-2,-2,29,1,1,12,1,3,1,7,3,1,42,0
"3242",405189,2,1,53,12,1,2,1,3,4,3,5,-2,-2,22,1,1,12,1,5,1,5,2,1,42,1
"3243",405190,2,1,19,9,2,1,1,1,99,3,3,0,-2,22,2,1,12,1,2,1,5,1,1,42,1
"3244",405192,2,1,67,8,2,2,1,4,99,3,4,1,-2,24,1,1,12,1,2,1,5,2,1,42,0
"3245",405197,2,1,51,12,2,-6,-6,-6,4,3,4,-2,-2,29,1,1,12,1,3,1,5,3,1,42,0
"3246",405199,1,5,46,9,1,1,1,3,4,1,1,1,1,24,1,1,12,1,3,1,5,1,1,1,1
"3247",405200,2,1,57,9,1,1,1,2,99,2,7,1,2,29,1,1,13,1,7,1,7,1,1,2,1
"3248",405204,2,1,28,13,1,2,1,2,4,3,4,1,1,30,1,1,12,1,3,1,2,2,1,42,1
"3249",405206,2,1,61,13,1,1,1,3,3,1,1,1,1,30,1,1,12,1,3,1,2,1,1,1,1
"3250",405207,2,1,56,10,1,-6,-6,-6,3,1,2,-2,-2,22,1,1,12,1,3,1,2,3,1,42,1
"3251",405208,1,1,37,9,1,1,2,3,99,2,7,1,2,28,2,1,12,1,7,1,7,1,1,2,1
"3252",405209,2,1,48,11,2,3,2,2,5,3,5,1,3,29,2,1,12,1,5,1,2,3,1,42,0
"3253",405210,2,6,55,14,1,1,1,1,2,3,3,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"3254",405213,2,1,-9,10,1,2,1,2,6,3,5,1,2,29,1,1,13,1,5,1,7,2,1,42,1
"3255",405215,1,1,41,11,2,1,2,4,99,5,4,0,-2,22,2,2,12,1,2,1,5,3,1,42,0
"3256",405216,1,1,32,14,1,4,1,2,5,2,6,1,2,35,1,1,12,1,5,1,7,1,1,42,1
"3257",405219,1,4,60,6,1,1,2,-9,4,1,1,-2,-2,22,2,1,12,1,1,1,5,1,1,42,1
"3258",405223,2,1,54,10,2,-6,-6,-6,3,3,4,-2,-2,24,1,1,12,1,3,1,5,3,1,42,0
"3259",405225,2,1,61,11,1,1,1,3,5,2,7,1,2,29,1,1,12,1,5,1,5,1,1,2,1
"3260",405227,2,2,31,10,1,1,1,3,99,1,1,0,-2,24,2,1,12,1,2,1,5,1,1,42,1
"3261",405231,1,1,28,13,1,2,1,2,2,1,1,1,1,30,1,1,12,1,3,1,2,1,1,1,1
"3262",405242,2,1,64,14,1,4,1,2,2,1,1,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"3263",405243,1,1,86,9,2,2,1,2,99,3,4,0,-2,22,2,1,9,1,2,1,5,3,1,42,0
"3264",405245,1,3,53,15,2,4,1,2,3,1,1,1,1,30,1,1,12,1,3,1,5,1,1,42,1
"3265",405248,1,2,53,10,1,-6,-6,-6,99,1,1,-2,-2,30,1,1,12,1,2,1,5,1,1,42,1
"3266",405250,2,1,35,9,1,1,1,1,6,2,7,1,2,29,1,1,12,1,7,1,7,1,1,2,1
"3267",405254,2,2,31,9,1,1,1,1,99,1,1,1,1,24,1,1,12,1,2,1,1,1,1,1,1
"3268",405256,2,1,35,9,2,4,2,3,3,1,2,1,1,24,2,1,12,1,3,1,5,3,1,42,1
"3269",405259,1,1,28,9,1,1,1,3,6,2,7,1,2,28,1,1,12,1,5,1,7,1,1,2,1
"3270",405260,2,1,42,11,1,2,1,3,2,3,3,0,-2,22,2,1,12,1,3,1,2,2,1,42,1
"3271",405271,1,2,39,8,1,1,1,3,99,1,1,1,1,28,1,1,12,1,3,1,2,1,1,1,1
"3272",405277,1,6,52,10,1,-6,-6,-6,99,1,2,-2,-2,30,1,1,12,1,3,1,5,3,1,42,1
"3273",405278,2,2,63,10,1,1,1,1,99,1,1,1,1,30,1,1,12,1,1,1,1,1,1,1,1
"3274",405281,1,1,56,10,1,1,1,1,6,2,7,1,2,30,1,1,12,1,7,1,7,1,1,2,1
"3275",405284,2,1,58,10,1,-6,-6,-6,6,2,6,-2,-2,30,1,1,12,1,5,1,7,3,1,2,1
"3276",405286,1,1,58,14,1,4,1,2,2,1,1,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"3277",405287,2,1,22,13,1,2,1,3,5,2,6,1,1,30,1,1,12,1,5,1,2,1,1,42,1
"3278",405289,2,2,42,8,1,3,1,2,99,5,3,0,-2,24,2,1,12,1,3,1,5,3,1,42,1
"3279",405290,2,1,62,15,2,1,1,1,2,2,7,1,2,30,1,1,12,1,7,1,7,1,1,2,1
"3280",405292,1,3,23,13,1,3,1,3,3,3,3,1,3,30,1,1,12,2,3,1,2,1,1,42,1
"3281",405293,2,1,45,14,2,4,1,1,1,1,1,1,1,30,1,1,12,1,1,1,1,1,1,42,1
"3282",405294,2,1,49,11,1,1,1,2,99,3,5,1,2,29,1,1,13,1,5,1,7,1,1,42,1
"3283",405295,1,5,44,16,2,2,1,1,5,3,4,1,2,38,1,1,12,1,5,1,7,1,1,42,1
"3284",405298,1,5,20,9,1,-6,-6,-6,99,3,4,-2,-2,25,1,1,12,1,5,1,5,2,1,42,1
"3285",405299,1,5,59,13,1,-6,-6,-6,2,1,1,-2,-2,30,1,1,12,1,2,1,2,1,1,42,1
"3286",405301,1,1,54,13,1,1,1,2,2,1,1,1,1,30,1,1,12,1,3,1,1,1,1,1,1
"3287",405305,1,1,76,14,1,3,1,2,4,3,3,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"3288",405312,2,1,42,14,1,1,1,2,6,2,7,1,2,38,1,1,13,1,7,1,7,1,1,2,1
"3289",405313,2,2,55,10,1,2,1,1,4,1,1,1,1,24,1,1,12,1,2,1,5,2,1,1,1
"3290",405314,2,1,55,10,1,1,1,2,99,3,3,1,2,29,1,1,12,1,5,1,7,1,1,1,1
"3291",405316,1,1,47,11,2,-7,-7,-7,6,3,5,-2,-2,30,1,1,12,1,5,1,6,3,1,2,0
"3292",405318,1,3,65,14,2,-6,-6,-6,4,3,4,-2,-2,-1,1,1,12,2,5,1,5,3,1,42,0
"3293",405319,2,6,71,10,2,1,1,2,3,3,3,0,-2,22,2,1,12,1,2,1,5,3,1,42,1
"3294",405320,1,1,26,7,1,4,1,3,2,3,4,0,-2,22,2,1,12,2,3,1,2,3,1,42,1
"3295",405323,2,1,71,9,1,1,1,1,7,2,7,1,2,22,1,1,12,1,7,1,7,1,1,2,1
"3296",405328,1,1,31,12,1,1,1,2,5,2,6,1,3,30,1,1,12,1,5,1,6,1,1,42,1
"3297",405330,2,1,55,11,1,4,2,2,6,2,7,1,2,29,2,1,12,1,5,1,7,3,1,2,1
"3298",405332,2,1,40,9,1,2,1,3,6,2,7,1,2,29,1,1,12,1,5,1,7,1,1,2,1
"3299",405339,1,1,60,14,2,1,1,1,6,3,5,1,5,30,1,1,12,1,5,1,7,1,1,42,1
"3300",405340,2,1,45,14,1,2,1,3,4,2,6,0,-2,30,2,1,12,1,5,3,2,3,1,42,1
"3301",405341,2,3,62,10,1,4,1,2,3,1,2,1,1,24,1,1,12,1,3,1,5,2,1,42,1
"3302",405342,2,1,34,15,2,2,1,1,4,3,5,1,3,30,1,1,12,1,5,1,2,1,1,42,1
"3303",405349,1,1,45,13,1,1,1,1,4,3,4,1,1,30,1,1,12,1,3,1,5,1,1,42,1
"3304",405350,2,2,28,14,1,4,1,3,99,1,1,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"3305",405352,2,1,55,14,1,1,1,2,6,2,7,1,2,38,1,1,12,1,7,1,7,1,1,2,1
"3306",405355,2,1,38,9,2,-6,-6,-6,2,1,1,-2,-2,24,1,1,12,1,2,1,5,1,1,42,0
"3307",405356,2,1,48,13,1,2,1,2,3,1,2,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"3308",405360,2,1,59,14,2,6,1,1,1,1,1,1,1,30,1,1,12,1,2,1,1,1,1,42,1
"3309",405361,1,1,30,7,2,2,1,3,4,1,1,1,1,28,1,1,12,1,3,1,5,2,1,1,1
"3310",405363,1,5,61,10,2,1,1,2,99,3,4,-2,-2,25,1,1,12,1,5,1,5,2,1,42,0
"3311",405367,1,1,51,13,2,2,1,1,7,2,6,1,2,30,1,1,13,1,5,1,7,1,1,42,1
"3312",405370,2,2,25,13,2,4,1,3,2,1,2,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"3313",405375,2,1,47,6,1,1,1,2,99,3,4,-2,-2,22,1,1,12,1,2,1,5,1,1,42,1
"3314",405381,1,1,-9,12,1,2,1,2,6,2,7,0,-2,22,2,1,12,1,5,1,6,2,1,42,1
"3315",405383,2,5,66,14,1,1,1,2,99,1,1,1,1,30,1,1,12,1,3,1,1,1,1,42,1
"3316",405385,2,6,26,13,1,4,2,4,2,1,1,0,-2,22,2,1,12,2,1,1,5,3,1,42,1
"3317",405388,1,1,65,9,2,-7,-7,-7,7,2,6,-2,-2,22,1,1,12,1,5,1,7,3,1,2,0
"3318",405390,2,2,30,9,1,1,1,3,4,5,3,0,-2,22,2,1,12,1,3,1,5,2,1,42,1
"3319",405392,1,1,66,16,1,1,2,3,4,3,3,1,1,30,2,1,12,1,3,1,2,1,1,42,1
"3320",405394,2,1,74,9,1,1,1,1,6,3,4,1,2,29,1,1,12,1,3,1,7,1,1,42,1
"3321",405395,2,1,69,11,1,1,1,2,99,1,1,1,2,29,1,1,12,1,3,1,7,1,1,1,1
"3322",405399,2,1,68,9,1,-6,-6,-6,6,2,7,-2,-2,30,1,1,12,1,7,1,7,1,1,2,1
"3323",405400,2,1,71,14,2,1,1,1,4,3,3,1,1,30,1,1,12,1,3,1,2,1,1,42,1
"3324",405404,2,1,43,10,2,1,2,4,99,1,2,0,-2,22,2,2,12,1,3,1,5,3,1,42,0
"3325",405413,2,6,20,7,2,4,1,2,99,3,3,-2,-2,22,1,1,12,1,2,1,5,1,1,42,1
"3326",405414,2,1,51,14,1,-7,-7,-7,2,1,1,-2,-2,30,1,1,12,1,2,1,1,1,1,1,1
"3327",405415,1,1,68,9,2,-6,-6,-6,4,3,3,-2,-2,25,1,1,12,1,2,1,5,3,1,42,0
"3328",405416,2,1,26,13,1,1,1,2,6,2,7,1,2,30,1,1,12,1,5,1,7,1,1,2,1
"3329",405419,2,1,64,12,1,1,1,2,4,3,5,1,2,29,1,1,12,1,5,1,5,1,1,42,1
